baseline_pair,baseline,baseline_hi,metric,threshold,population,regime,populated,V_lo,V_hi,R
nothing -> free,nothing,free,net_benefit,0.6,1.0,full,1.0,0.0,0.028179909382252188,
nothing -> free+education,nothing,free+education,net_benefit,0.6,1.0,full,1.0,0.0,0.008067189744723174,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.6,1.0,full,1.0,0.0,0.006299038567797545,
free -> free+education,free,free+education,net_benefit,0.6,1.0,full,1.0,0.028179909382252188,0.008067189744723174,0.7137254901960784
free -> free+education+hours,free,free+education+hours,net_benefit,0.6,1.0,full,1.0,0.028179909382252188,0.006299038567797545,0.7764705882352942
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.6,1.0,full,1.0,0.008067189744723174,0.006299038567797545,0.21917808219178114
nothing -> free,nothing,free,net_benefit,0.65,0.25,rare-first,0.26748889330946224,0.0,0.007688300206810538,
nothing -> free+education,nothing,free+education,net_benefit,0.65,0.25,rare-first,0.26748889330946224,0.0,0.0012471780622957535,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.65,0.25,rare-first,0.26748889330946224,0.0,-0.0013734745749333019,
free -> free+education,free,free+education,net_benefit,0.65,0.25,rare-first,0.26748889330946224,0.007688300206810538,0.0012471780622957535,0.8377823408624232
free -> free+education+hours,free,free+education+hours,net_benefit,0.65,0.25,rare-first,0.26748889330946224,0.007688300206810538,-0.0013734745749333019,1.1786447638603699
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.65,0.25,rare-first,0.26748889330946224,0.0012471780622957535,-0.0013734745749333019,2.1012658227848133
nothing -> free,nothing,free,net_benefit,0.65,0.5,rare-first,0.5232080100789073,0.0,0.014824053170831812,
nothing -> free+education,nothing,free+education,net_benefit,0.65,0.5,rare-first,0.5232080100789073,0.0,0.010072146882844198,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.65,0.5,rare-first,0.5232080100789073,0.0,0.002241763099316417,
free -> free+education,free,free+education,net_benefit,0.65,0.5,rare-first,0.5232080100789073,0.014824053170831812,0.010072146882844198,0.32055378061767803
free -> free+education+hours,free,free+education+hours,net_benefit,0.65,0.5,rare-first,0.5232080100789073,0.014824053170831812,0.002241763099316417,0.8487752928647498
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.65,0.5,rare-first,0.5232080100789073,0.010072146882844198,0.002241763099316417,0.7774294670846398
nothing -> free,nothing,free,net_benefit,0.65,0.75,rare-first,0.8137059876666004,0.0,0.015234516836903834,
nothing -> free+education,nothing,free+education,net_benefit,0.65,0.75,rare-first,0.8137059876666004,0.0,0.011177241368422713,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.65,0.75,rare-first,0.8137059876666004,0.0,0.00517815701813934,
free -> free+education,free,free+education,net_benefit,0.65,0.75,rare-first,0.8137059876666004,0.015234516836903834,0.011177241368422713,0.26632124352331576
free -> free+education+hours,free,free+education+hours,net_benefit,0.65,0.75,rare-first,0.8137059876666004,0.015234516836903834,0.00517815701813934,0.6601036269430048
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.65,0.75,rare-first,0.8137059876666004,0.011177241368422713,0.00517815701813934,0.5367231638418075
nothing -> free,nothing,free,net_benefit,0.65,1.0,full,1.0,0.0,0.015155581516505368,
nothing -> free+education,nothing,free+education,net_benefit,0.65,1.0,full,1.0,0.0,0.011050944855785172,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.65,1.0,full,1.0,0.0,0.005588620684211357,
free -> free+education,free,free+education,net_benefit,0.65,1.0,full,1.0,0.015155581516505368,0.011050944855785172,0.2708333333333328
free -> free+education+hours,free,free+education+hours,net_benefit,0.65,1.0,full,1.0,0.015155581516505368,0.005588620684211357,0.6312499999999999
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.65,1.0,full,1.0,0.011050944855785172,0.005588620684211357,0.49428571428571444
nothing -> free,nothing,free,net_benefit,0.7,0.25,rare-first,0.26748889330946224,0.0,0.0043467049766088344,
nothing -> free+education,nothing,free+education,net_benefit,0.7,0.25,rare-first,0.26748889330946224,0.0,-0.00022101889711570455,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.7,0.25,rare-first,0.26748889330946224,0.0,0.0010314215198732844,
free -> free+education,free,free+education,net_benefit,0.7,0.25,rare-first,0.26748889330946224,0.0043467049766088344,-0.00022101889711570455,1.050847457627119
free -> free+education+hours,free,free+education+hours,net_benefit,0.7,0.25,rare-first,0.26748889330946224,0.0043467049766088344,0.0010314215198732844,0.7627118644067793
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.7,0.25,rare-first,0.26748889330946224,-0.00022101889711570455,0.0010314215198732844,
nothing -> free,nothing,free,net_benefit,0.7,0.5,rare-first,0.5232080100789073,0.0,0.009282793678859546,
nothing -> free+education,nothing,free+education,net_benefit,0.7,0.5,rare-first,0.5232080100789073,0.0,0.007477806019081301,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.7,0.5,rare-first,0.5232080100789073,0.0,0.008104026227575795,
free -> free+education,free,free+education,net_benefit,0.7,0.5,rare-first,0.5232080100789073,0.009282793678859546,0.007477806019081301,0.19444444444444442
free -> free+education+hours,free,free+education+hours,net_benefit,0.7,0.5,rare-first,0.5232080100789073,0.009282793678859546,0.008104026227575795,0.12698412698412687
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.7,0.5,rare-first,0.5232080100789073,0.007477806019081301,0.008104026227575795,-0.08374384236453225
nothing -> free,nothing,free,net_benefit,0.7,0.75,rare-first,0.8137059876666004,0.0,0.009393303127417396,
nothing -> free+education,nothing,free+education,net_benefit,0.7,0.75,rare-first,0.8137059876666004,0.0,0.009393303127417393,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.7,0.75,rare-first,0.8137059876666004,0.0,0.007846170847607473,
free -> free+education,free,free+education,net_benefit,0.7,0.75,rare-first,0.8137059876666004,0.009393303127417396,0.009393303127417393,3.3306690738754696e-16
free -> free+education+hours,free,free+education+hours,net_benefit,0.7,0.75,rare-first,0.8137059876666004,0.009393303127417396,0.007846170847607473,0.16470588235294104
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.7,0.75,rare-first,0.8137059876666004,0.009393303127417393,0.007846170847607473,0.1647058823529408
nothing -> free,nothing,free,net_benefit,0.7,1.0,full,1.0,0.0,0.009651158507385718,
nothing -> free+education,nothing,free+education,net_benefit,0.7,1.0,full,1.0,0.0,0.00943013961027001,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.7,1.0,full,1.0,0.0,0.008914428850333375,
free -> free+education,free,free+education,net_benefit,0.7,1.0,full,1.0,0.009651158507385718,0.00943013961027001,0.022900763358779108
free -> free+education+hours,free,free+education+hours,net_benefit,0.7,1.0,full,1.0,0.009651158507385718,0.008914428850333375,0.07633587786259521
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.7,1.0,full,1.0,0.00943013961027001,0.008914428850333375,0.054687499999999334
nothing -> free,nothing,free,net_benefit,0.75,0.25,rare-first,0.26748889330946224,0.0,0.0,
nothing -> free+education,nothing,free+education,net_benefit,0.75,0.25,rare-first,0.26748889330946224,0.0,0.0,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.75,0.25,rare-first,0.26748889330946224,0.0,-0.0006630566913471102,
free -> free+education,free,free+education,net_benefit,0.75,0.25,rare-first,0.26748889330946224,0.0,0.0,
free -> free+education+hours,free,free+education+hours,net_benefit,0.75,0.25,rare-first,0.26748889330946224,0.0,-0.0006630566913471102,
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.75,0.25,rare-first,0.26748889330946224,0.0,-0.0006630566913471102,
nothing -> free,nothing,free,net_benefit,0.75,0.5,rare-first,0.5232080100789073,0.0,0.0,
nothing -> free+education,nothing,free+education,net_benefit,0.75,0.5,rare-first,0.5232080100789073,0.0,0.004862415736545476,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.75,0.5,rare-first,0.5232080100789073,0.0,0.004199359045198364,
free -> free+education,free,free+education,net_benefit,0.75,0.5,rare-first,0.5232080100789073,0.0,0.004862415736545476,
free -> free+education+hours,free,free+education+hours,net_benefit,0.75,0.5,rare-first,0.5232080100789073,0.0,0.004199359045198364,
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.75,0.5,rare-first,0.5232080100789073,0.004862415736545476,0.004199359045198364,0.1363636363636367
nothing -> free,nothing,free,net_benefit,0.75,0.75,rare-first,0.8137059876666004,0.0,-0.00011050944855785169,
nothing -> free+education,nothing,free+education,net_benefit,0.75,0.75,rare-first,0.8137059876666004,0.0,0.0017681511769256277,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.75,0.75,rare-first,0.8137059876666004,0.0,0.005193944082219031,
free -> free+education,free,free+education,net_benefit,0.75,0.75,rare-first,0.8137059876666004,-0.00011050944855785169,0.0017681511769256277,
free -> free+education+hours,free,free+education+hours,net_benefit,0.75,0.75,rare-first,0.8137059876666004,-0.00011050944855785169,0.005193944082219031,
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.75,0.75,rare-first,0.8137059876666004,0.0017681511769256277,0.005193944082219031,-1.9374999999999996
nothing -> free,nothing,free,net_benefit,0.75,1.0,full,1.0,0.0,0.0,
nothing -> free+education,nothing,free+education,net_benefit,0.75,1.0,full,1.0,0.0,0.0023206984197148856,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.75,1.0,full,1.0,0.0,0.004641396839429773,
free -> free+education,free,free+education,net_benefit,0.75,1.0,full,1.0,0.0,0.0023206984197148856,
free -> free+education+hours,free,free+education+hours,net_benefit,0.75,1.0,full,1.0,0.0,0.004641396839429773,
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.75,1.0,full,1.0,0.0023206984197148856,0.004641396839429773,-1.0000000000000009
nothing -> free,nothing,free,net_benefit,0.8,0.25,rare-first,0.26748889330946224,0.0,0.00011050944855785169,
nothing -> free+education,nothing,free+education,net_benefit,0.8,0.25,rare-first,0.26748889330946224,0.0,-0.00011050944855785141,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.8,0.25,rare-first,0.26748889330946224,0.0,-0.0007735661399049598,
free -> free+education,free,free+education,net_benefit,0.8,0.25,rare-first,0.26748889330946224,0.00011050944855785169,-0.00011050944855785141,1.9999999999999973
free -> free+education+hours,free,free+education+hours,net_benefit,0.8,0.25,rare-first,0.26748889330946224,0.00011050944855785169,-0.0007735661399049598,7.999999999999982
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.8,0.25,rare-first,0.26748889330946224,-0.00011050944855785141,-0.0007735661399049598,
nothing -> free,nothing,free,net_benefit,0.8,0.5,rare-first,0.5232080100789073,0.0,0.00011050944855785169,
nothing -> free+education,nothing,free+education,net_benefit,0.8,0.5,rare-first,0.5232080100789073,0.0,0.004420377942314068,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.8,0.5,rare-first,0.5232080100789073,0.0,0.002983755111061996,
free -> free+education,free,free+education,net_benefit,0.8,0.5,rare-first,0.5232080100789073,0.00011050944855785169,0.004420377942314068,-39.00000000000001
free -> free+education+hours,free,free+education+hours,net_benefit,0.8,0.5,rare-first,0.5232080100789073,0.00011050944855785169,0.002983755111061996,-26.0
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.8,0.5,rare-first,0.5232080100789073,0.004420377942314068,0.002983755111061996,0.32500000000000007
nothing -> free,nothing,free,net_benefit,0.8,0.75,rare-first,0.8137059876666004,0.0,0.00011050944855785169,
nothing -> free+education,nothing,free+education,net_benefit,0.8,0.75,rare-first,0.8137059876666004,0.0,0.004088849596640513,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.8,0.75,rare-first,0.8137059876666004,0.0,0.002210188971157035,
free -> free+education,free,free+education,net_benefit,0.8,0.75,rare-first,0.8137059876666004,0.00011050944855785169,0.004088849596640513,-36.00000000000001
free -> free+education+hours,free,free+education+hours,net_benefit,0.8,0.75,rare-first,0.8137059876666004,0.00011050944855785169,0.002210188971157035,-19.00000000000001
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.8,0.75,rare-first,0.8137059876666004,0.004088849596640513,0.002210188971157035,0.4594594594594592
nothing -> free,nothing,free,net_benefit,0.8,1.0,full,1.0,0.0,-0.0002210188971157035,
nothing -> free+education,nothing,free+education,net_benefit,0.8,1.0,full,1.0,0.0,0.004199359045198364,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.8,1.0,full,1.0,0.0,0.002431207868272738,
free -> free+education,free,free+education,net_benefit,0.8,1.0,full,1.0,-0.0002210188971157035,0.004199359045198364,
free -> free+education+hours,free,free+education+hours,net_benefit,0.8,1.0,full,1.0,-0.0002210188971157035,0.002431207868272738,
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.8,1.0,full,1.0,0.004199359045198364,0.002431207868272738,0.4210526315789471
