log,target,metric,unit,measure,rule,n_cells,adopts,loss,excess,rel_excess,L_adopt,L_decline,best,mean,share_positive
BPIC13_closed,handover,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,216,False,0.014386580859640107,0.0,0.0,0.22330024541922774,0.014386580859640107,0.014386580859640107,-0.2089136645595876,0.15999999999999998
BPIC13_closed,handover,nagelkerke,Nagelkerke R2,reference,majority,216,False,0.014386580859640107,0.0,0.0,0.22330024541922774,0.014386580859640107,0.014386580859640107,-0.2089136645595876,0.15999999999999998
BPIC13_closed,handover,nagelkerke,Nagelkerke R2,reference,weighted-mean,216,False,0.014386580859640107,0.0,0.0,0.22330024541922774,0.014386580859640107,0.014386580859640107,-0.2089136645595876,0.15999999999999998
BPIC13_closed,handover,nagelkerke,Nagelkerke R2,concentrated,one-number,216,False,0.002721430671453055,0.0,0.0,0.05414562461070677,0.002721430671453055,0.002721430671453055,-0.05142419393925372,0.07168
BPIC13_closed,handover,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,216,False,0.002721430671453055,0.0,0.0,0.05414562461070677,0.002721430671453055,0.002721430671453055,-0.05142419393925372,0.07168
BPIC13_closed,handover,nagelkerke,Nagelkerke R2,concentrated,majority,216,False,0.002721430671453055,0.0,0.0,0.05414562461070677,0.002721430671453055,0.002721430671453055,-0.05142419393925372,0.07168
BPIC13_closed,handover,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,216,False,0.002721430671453055,0.0,0.0,0.05414562461070677,0.002721430671453055,0.002721430671453055,-0.05142419393925372,0.07168
BPIC13_incidents,duration,ap,average precision,equal-level,one-number,216,True,0.004757976939168794,0.0,0.0,0.004757976939168794,0.022643727449849552,0.004757976939168794,0.01788575051068076,0.712962962962963
BPIC13_incidents,duration,ap,average precision,equal-level,uniform-beneficial,216,False,0.022643727449849552,0.01788575051068076,3.7591082805469322,0.004757976939168794,0.022643727449849552,0.004757976939168794,0.01788575051068076,0.712962962962963
BPIC13_incidents,duration,ap,average precision,equal-level,majority,216,True,0.004757976939168794,0.0,0.0,0.004757976939168794,0.022643727449849552,0.004757976939168794,0.01788575051068076,0.712962962962963
BPIC13_incidents,duration,ap,average precision,equal-level,weighted-mean,216,True,0.004757976939168794,0.0,0.0,0.004757976939168794,0.022643727449849552,0.004757976939168794,0.01788575051068076,0.712962962962963
BPIC13_incidents,duration,ap,average precision,reference,one-number,216,True,0.0026312766244888696,0.0,0.0,0.0026312766244888696,0.023845702333651457,0.0026312766244888696,0.021214425709162585,0.8062500000000001
BPIC13_incidents,duration,ap,average precision,reference,uniform-beneficial,216,False,0.023845702333651457,0.02121442570916259,8.062408000634875,0.0026312766244888696,0.023845702333651457,0.0026312766244888696,0.021214425709162585,0.8062500000000001
BPIC13_incidents,duration,ap,average precision,reference,majority,216,True,0.0026312766244888696,0.0,0.0,0.0026312766244888696,0.023845702333651457,0.0026312766244888696,0.021214425709162585,0.8062500000000001
BPIC13_incidents,duration,ap,average precision,reference,weighted-mean,216,True,0.0026312766244888696,0.0,0.0,0.0026312766244888696,0.023845702333651457,0.0026312766244888696,0.021214425709162585,0.8062500000000001
BPIC13_incidents,duration,ap,average precision,concentrated,one-number,216,True,0.0005672597455081152,0.0,0.0,0.0005672597455081152,0.01975554481210618,0.0005672597455081152,0.019188285066598063,0.919488
BPIC13_incidents,duration,ap,average precision,concentrated,uniform-beneficial,216,False,0.01975554481210618,0.019188285066598067,33.826276619382575,0.0005672597455081152,0.01975554481210618,0.0005672597455081152,0.019188285066598063,0.919488
BPIC13_incidents,duration,ap,average precision,concentrated,majority,216,True,0.0005672597455081152,0.0,0.0,0.0005672597455081152,0.01975554481210618,0.0005672597455081152,0.019188285066598063,0.919488
BPIC13_incidents,duration,ap,average precision,concentrated,weighted-mean,216,True,0.0005672597455081152,0.0,0.0,0.0005672597455081152,0.01975554481210618,0.0005672597455081152,0.019188285066598063,0.919488
BPIC13_incidents,duration,auc,AUC,equal-level,one-number,216,True,0.005294670736125442,0.0,0.0,0.005294670736125442,0.02940011946206935,0.005294670736125442,0.024105448725943904,0.7824074074074074
BPIC13_incidents,duration,auc,AUC,equal-level,uniform-beneficial,216,False,0.02940011946206935,0.024105448725943907,4.552775786692998,0.005294670736125442,0.02940011946206935,0.005294670736125442,0.024105448725943904,0.7824074074074074
BPIC13_incidents,duration,auc,AUC,equal-level,majority,216,True,0.005294670736125442,0.0,0.0,0.005294670736125442,0.02940011946206935,0.005294670736125442,0.024105448725943904,0.7824074074074074
BPIC13_incidents,duration,auc,AUC,equal-level,weighted-mean,216,True,0.005294670736125442,0.0,0.0,0.005294670736125442,0.02940011946206935,0.005294670736125442,0.024105448725943904,0.7824074074074074
BPIC13_incidents,duration,auc,AUC,reference,one-number,216,True,0.002461914059724772,0.0,0.0,0.002461914059724772,0.032521884251827435,0.002461914059724772,0.030059970192102665,0.8875000000000001
BPIC13_incidents,duration,auc,AUC,reference,uniform-beneficial,216,False,0.032521884251827435,0.030059970192102662,12.209999806192746,0.002461914059724772,0.032521884251827435,0.002461914059724772,0.030059970192102665,0.8875000000000001
BPIC13_incidents,duration,auc,AUC,reference,majority,216,True,0.002461914059724772,0.0,0.0,0.002461914059724772,0.032521884251827435,0.002461914059724772,0.030059970192102665,0.8875000000000001
BPIC13_incidents,duration,auc,AUC,reference,weighted-mean,216,True,0.002461914059724772,0.0,0.0,0.002461914059724772,0.032521884251827435,0.002461914059724772,0.030059970192102665,0.8875000000000001
BPIC13_incidents,duration,auc,AUC,concentrated,one-number,216,True,0.00035506833921567106,0.0,0.0,0.00035506833921567106,0.03125375135909171,0.00035506833921567106,0.030898683019876035,0.9797440000000001
BPIC13_incidents,duration,auc,AUC,concentrated,uniform-beneficial,216,False,0.03125375135909171,0.03089868301987604,87.02179160251164,0.00035506833921567106,0.03125375135909171,0.00035506833921567106,0.030898683019876035,0.9797440000000001
BPIC13_incidents,duration,auc,AUC,concentrated,majority,216,True,0.00035506833921567106,0.0,0.0,0.00035506833921567106,0.03125375135909171,0.00035506833921567106,0.030898683019876035,0.9797440000000001
BPIC13_incidents,duration,auc,AUC,concentrated,weighted-mean,216,True,0.00035506833921567106,0.0,0.0,0.00035506833921567106,0.03125375135909171,0.00035506833921567106,0.030898683019876035,0.9797440000000001
BPIC13_incidents,duration,brier_skill,Brier skill,equal-level,one-number,216,True,0.019600149472788337,0.002199324284544512,0.1263919532983067,0.019600149472788337,0.017400825188243825,0.017400825188243825,-0.0021993242845445102,0.5694444444444444
BPIC13_incidents,duration,brier_skill,Brier skill,equal-level,uniform-beneficial,216,False,0.017400825188243825,0.0,0.0,0.019600149472788337,0.017400825188243825,0.017400825188243825,-0.0021993242845445102,0.5694444444444444
BPIC13_incidents,duration,brier_skill,Brier skill,equal-level,majority,216,True,0.019600149472788337,0.002199324284544512,0.1263919532983067,0.019600149472788337,0.017400825188243825,0.017400825188243825,-0.0021993242845445102,0.5694444444444444
BPIC13_incidents,duration,brier_skill,Brier skill,equal-level,weighted-mean,216,False,0.017400825188243825,0.0,0.0,0.019600149472788337,0.017400825188243825,0.017400825188243825,-0.0021993242845445102,0.5694444444444444
BPIC13_incidents,duration,brier_skill,Brier skill,reference,one-number,216,True,0.012006995162160026,0.0,0.0,0.012006995162160026,0.018420093404320603,0.012006995162160026,0.006413098242160574,0.6100000000000001
BPIC13_incidents,duration,brier_skill,Brier skill,reference,uniform-beneficial,216,False,0.018420093404320603,0.006413098242160577,0.5341135026331499,0.012006995162160026,0.018420093404320603,0.012006995162160026,0.006413098242160574,0.6100000000000001
BPIC13_incidents,duration,brier_skill,Brier skill,reference,majority,216,True,0.012006995162160026,0.0,0.0,0.012006995162160026,0.018420093404320603,0.012006995162160026,0.006413098242160574,0.6100000000000001
BPIC13_incidents,duration,brier_skill,Brier skill,reference,weighted-mean,216,True,0.012006995162160026,0.0,0.0,0.012006995162160026,0.018420093404320603,0.012006995162160026,0.006413098242160574,0.6100000000000001
BPIC13_incidents,duration,brier_skill,Brier skill,concentrated,one-number,216,True,0.0033093883094297777,0.0,0.0,0.0033093883094297777,0.015572848927884748,0.0033093883094297777,0.012263460618454972,0.7864960000000001
BPIC13_incidents,duration,brier_skill,Brier skill,concentrated,uniform-beneficial,216,False,0.015572848927884748,0.012263460618454972,3.7056578049518825,0.0033093883094297777,0.015572848927884748,0.0033093883094297777,0.012263460618454972,0.7864960000000001
BPIC13_incidents,duration,brier_skill,Brier skill,concentrated,majority,216,True,0.0033093883094297777,0.0,0.0,0.0033093883094297777,0.015572848927884748,0.0033093883094297777,0.012263460618454972,0.7864960000000001
BPIC13_incidents,duration,brier_skill,Brier skill,concentrated,weighted-mean,216,True,0.0033093883094297777,0.0,0.0,0.0033093883094297777,0.015572848927884748,0.0033093883094297777,0.012263460618454972,0.7864960000000001
BPIC13_incidents,duration,logloss_skill,log-loss skill,equal-level,one-number,216,True,0.04412471687280755,0.030128972639200235,2.1527238663631025,0.04412471687280755,0.013995744233607315,0.013995744233607315,-0.030128972639200235,0.4861111111111111
BPIC13_incidents,duration,logloss_skill,log-loss skill,equal-level,uniform-beneficial,216,False,0.013995744233607315,0.0,0.0,0.04412471687280755,0.013995744233607315,0.013995744233607315,-0.030128972639200235,0.4861111111111111
BPIC13_incidents,duration,logloss_skill,log-loss skill,equal-level,majority,216,False,0.013995744233607315,0.0,0.0,0.04412471687280755,0.013995744233607315,0.013995744233607315,-0.030128972639200235,0.4861111111111111
BPIC13_incidents,duration,logloss_skill,log-loss skill,equal-level,weighted-mean,216,False,0.013995744233607315,0.0,0.0,0.04412471687280755,0.013995744233607315,0.013995744233607315,-0.030128972639200235,0.4861111111111111
BPIC13_incidents,duration,logloss_skill,log-loss skill,reference,one-number,216,True,0.025597142269894367,0.01006898873753092,0.6484343883221754,0.025597142269894367,0.015528153532363448,0.015528153532363448,-0.010068988737530917,0.55
BPIC13_incidents,duration,logloss_skill,log-loss skill,reference,uniform-beneficial,216,False,0.015528153532363448,0.0,0.0,0.025597142269894367,0.015528153532363448,0.015528153532363448,-0.010068988737530917,0.55
BPIC13_incidents,duration,logloss_skill,log-loss skill,reference,majority,216,True,0.025597142269894367,0.01006898873753092,0.6484343883221754,0.025597142269894367,0.015528153532363448,0.015528153532363448,-0.010068988737530917,0.55
BPIC13_incidents,duration,logloss_skill,log-loss skill,reference,weighted-mean,216,False,0.015528153532363448,0.0,0.0,0.025597142269894367,0.015528153532363448,0.015528153532363448,-0.010068988737530917,0.55
BPIC13_incidents,duration,logloss_skill,log-loss skill,concentrated,one-number,216,True,0.006112221207361824,0.0,0.0,0.006112221207361824,0.01103575469513816,0.006112221207361824,0.004923533487776337,0.759136
BPIC13_incidents,duration,logloss_skill,log-loss skill,concentrated,uniform-beneficial,216,False,0.01103575469513816,0.004923533487776337,0.805522791263873,0.006112221207361824,0.01103575469513816,0.006112221207361824,0.004923533487776337,0.759136
BPIC13_incidents,duration,logloss_skill,log-loss skill,concentrated,majority,216,True,0.006112221207361824,0.0,0.0,0.006112221207361824,0.01103575469513816,0.006112221207361824,0.004923533487776337,0.759136
BPIC13_incidents,duration,logloss_skill,log-loss skill,concentrated,weighted-mean,216,True,0.006112221207361824,0.0,0.0,0.006112221207361824,0.01103575469513816,0.006112221207361824,0.004923533487776337,0.759136
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,equal-level,one-number,216,True,0.3963479604715713,0.37082854063871207,14.531229278230978,0.3963479604715713,0.025519419832859214,0.025519419832859214,-0.37082854063871207,0.4861111111111111
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,216,False,0.025519419832859214,0.0,0.0,0.3963479604715713,0.025519419832859214,0.025519419832859214,-0.37082854063871207,0.4861111111111111
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,equal-level,majority,216,False,0.025519419832859214,0.0,0.0,0.3963479604715713,0.025519419832859214,0.025519419832859214,-0.37082854063871207,0.4861111111111111
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,216,False,0.025519419832859214,0.0,0.0,0.3963479604715713,0.025519419832859214,0.025519419832859214,-0.37082854063871207,0.4861111111111111
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,reference,one-number,216,True,0.2217441777905556,0.19292774162509796,6.695059046071807,0.2217441777905556,0.02881643616545764,0.02881643616545764,-0.192927741625098,0.55
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,216,False,0.02881643616545764,0.0,0.0,0.2217441777905556,0.02881643616545764,0.02881643616545764,-0.192927741625098,0.55
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,reference,majority,216,True,0.2217441777905556,0.19292774162509796,6.695059046071807,0.2217441777905556,0.02881643616545764,0.02881643616545764,-0.192927741625098,0.55
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,reference,weighted-mean,216,False,0.02881643616545764,0.0,0.0,0.2217441777905556,0.02881643616545764,0.02881643616545764,-0.192927741625098,0.55
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,concentrated,one-number,216,True,0.040174710335369276,0.020936740560150106,1.0883030176666124,0.040174710335369276,0.01923796977521917,0.01923796977521917,-0.0209367405601501,0.759136
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,216,False,0.01923796977521917,0.0,0.0,0.040174710335369276,0.01923796977521917,0.01923796977521917,-0.0209367405601501,0.759136
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,concentrated,majority,216,True,0.040174710335369276,0.020936740560150106,1.0883030176666124,0.040174710335369276,0.01923796977521917,0.01923796977521917,-0.0209367405601501,0.759136
BPIC13_incidents,duration,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,216,False,0.01923796977521917,0.0,0.0,0.040174710335369276,0.01923796977521917,0.01923796977521917,-0.0209367405601501,0.759136
BPIC13_incidents,handover,ap,average precision,equal-level,one-number,216,True,0.0010301952405040223,0.0,0.0,0.0010301952405040223,0.03649461185063244,0.0010301952405040223,0.03546441661012842,0.9212962962962963
BPIC13_incidents,handover,ap,average precision,equal-level,uniform-beneficial,216,False,0.03649461185063244,0.03546441661012842,34.42494705448016,0.0010301952405040223,0.03649461185063244,0.0010301952405040223,0.03546441661012842,0.9212962962962963
BPIC13_incidents,handover,ap,average precision,equal-level,majority,216,True,0.0010301952405040223,0.0,0.0,0.0010301952405040223,0.03649461185063244,0.0010301952405040223,0.03546441661012842,0.9212962962962963
BPIC13_incidents,handover,ap,average precision,equal-level,weighted-mean,216,True,0.0010301952405040223,0.0,0.0,0.0010301952405040223,0.03649461185063244,0.0010301952405040223,0.03546441661012842,0.9212962962962963
BPIC13_incidents,handover,ap,average precision,reference,one-number,216,True,0.000872491187876084,0.0,0.0,0.000872491187876084,0.035050647508450314,0.000872491187876084,0.03417815632057423,0.9475000000000002
BPIC13_incidents,handover,ap,average precision,reference,uniform-beneficial,216,False,0.035050647508450314,0.03417815632057423,39.17306764298048,0.000872491187876084,0.035050647508450314,0.000872491187876084,0.03417815632057423,0.9475000000000002
BPIC13_incidents,handover,ap,average precision,reference,majority,216,True,0.000872491187876084,0.0,0.0,0.000872491187876084,0.035050647508450314,0.000872491187876084,0.03417815632057423,0.9475000000000002
BPIC13_incidents,handover,ap,average precision,reference,weighted-mean,216,True,0.000872491187876084,0.0,0.0,0.000872491187876084,0.035050647508450314,0.000872491187876084,0.03417815632057423,0.9475000000000002
BPIC13_incidents,handover,ap,average precision,concentrated,one-number,216,True,0.00020533807551166566,0.0,0.0,0.00020533807551166566,0.02689001704005707,0.00020533807551166566,0.026684678964545402,0.9887679999999999
BPIC13_incidents,handover,ap,average precision,concentrated,uniform-beneficial,216,False,0.02689001704005707,0.026684678964545405,129.95485078961596,0.00020533807551166566,0.02689001704005707,0.00020533807551166566,0.026684678964545402,0.9887679999999999
BPIC13_incidents,handover,ap,average precision,concentrated,majority,216,True,0.00020533807551166566,0.0,0.0,0.00020533807551166566,0.02689001704005707,0.00020533807551166566,0.026684678964545402,0.9887679999999999
BPIC13_incidents,handover,ap,average precision,concentrated,weighted-mean,216,True,0.00020533807551166566,0.0,0.0,0.00020533807551166566,0.02689001704005707,0.00020533807551166566,0.026684678964545402,0.9887679999999999
BPIC13_incidents,handover,auc,AUC,equal-level,one-number,216,True,0.0018981135191723114,0.0,0.0,0.0018981135191723114,0.041187553714740685,0.0018981135191723114,0.039289440195568376,0.9166666666666666
BPIC13_incidents,handover,auc,AUC,equal-level,uniform-beneficial,216,False,0.041187553714740685,0.039289440195568376,20.699204657001165,0.0018981135191723114,0.041187553714740685,0.0018981135191723114,0.039289440195568376,0.9166666666666666
BPIC13_incidents,handover,auc,AUC,equal-level,majority,216,True,0.0018981135191723114,0.0,0.0,0.0018981135191723114,0.041187553714740685,0.0018981135191723114,0.039289440195568376,0.9166666666666666
BPIC13_incidents,handover,auc,AUC,equal-level,weighted-mean,216,True,0.0018981135191723114,0.0,0.0,0.0018981135191723114,0.041187553714740685,0.0018981135191723114,0.039289440195568376,0.9166666666666666
BPIC13_incidents,handover,auc,AUC,reference,one-number,216,True,0.001500851053570549,0.0,0.0,0.001500851053570549,0.04271908245653225,0.001500851053570549,0.0412182314029617,0.9387500000000002
BPIC13_incidents,handover,auc,AUC,reference,uniform-beneficial,216,False,0.04271908245653225,0.0412182314029617,27.463239143486533,0.001500851053570549,0.04271908245653225,0.001500851053570549,0.0412182314029617,0.9387500000000002
BPIC13_incidents,handover,auc,AUC,reference,majority,216,True,0.001500851053570549,0.0,0.0,0.001500851053570549,0.04271908245653225,0.001500851053570549,0.0412182314029617,0.9387500000000002
BPIC13_incidents,handover,auc,AUC,reference,weighted-mean,216,True,0.001500851053570549,0.0,0.0,0.001500851053570549,0.04271908245653225,0.001500851053570549,0.0412182314029617,0.9387500000000002
BPIC13_incidents,handover,auc,AUC,concentrated,one-number,216,True,0.00033585512774988503,0.0,0.0,0.00033585512774988503,0.0398531812976129,0.00033585512774988503,0.03951732616986302,0.969632
BPIC13_incidents,handover,auc,AUC,concentrated,uniform-beneficial,216,False,0.0398531812976129,0.03951732616986302,117.66182173431635,0.00033585512774988503,0.0398531812976129,0.00033585512774988503,0.03951732616986302,0.969632
BPIC13_incidents,handover,auc,AUC,concentrated,majority,216,True,0.00033585512774988503,0.0,0.0,0.00033585512774988503,0.0398531812976129,0.00033585512774988503,0.03951732616986302,0.969632
BPIC13_incidents,handover,auc,AUC,concentrated,weighted-mean,216,True,0.00033585512774988503,0.0,0.0,0.00033585512774988503,0.0398531812976129,0.00033585512774988503,0.03951732616986302,0.969632
BPIC13_incidents,handover,brier_skill,Brier skill,equal-level,one-number,216,True,0.0013178136513658527,0.0,0.0,0.0013178136513658527,0.06691996167387917,0.0013178136513658527,0.06560214802251332,0.912037037037037
BPIC13_incidents,handover,brier_skill,Brier skill,equal-level,uniform-beneficial,216,False,0.06691996167387917,0.06560214802251332,49.781050571543055,0.0013178136513658527,0.06691996167387917,0.0013178136513658527,0.06560214802251332,0.912037037037037
BPIC13_incidents,handover,brier_skill,Brier skill,equal-level,majority,216,True,0.0013178136513658527,0.0,0.0,0.0013178136513658527,0.06691996167387917,0.0013178136513658527,0.06560214802251332,0.912037037037037
BPIC13_incidents,handover,brier_skill,Brier skill,equal-level,weighted-mean,216,True,0.0013178136513658527,0.0,0.0,0.0013178136513658527,0.06691996167387917,0.0013178136513658527,0.06560214802251332,0.912037037037037
BPIC13_incidents,handover,brier_skill,Brier skill,reference,one-number,216,True,0.0004529051762584516,0.0,0.0,0.0004529051762584516,0.08275747876775419,0.0004529051762584516,0.08230457359149573,0.9525000000000002
BPIC13_incidents,handover,brier_skill,Brier skill,reference,uniform-beneficial,216,False,0.08275747876775419,0.08230457359149573,181.725839990242,0.0004529051762584516,0.08275747876775419,0.0004529051762584516,0.08230457359149573,0.9525000000000002
BPIC13_incidents,handover,brier_skill,Brier skill,reference,majority,216,True,0.0004529051762584516,0.0,0.0,0.0004529051762584516,0.08275747876775419,0.0004529051762584516,0.08230457359149573,0.9525000000000002
BPIC13_incidents,handover,brier_skill,Brier skill,reference,weighted-mean,216,True,0.0004529051762584516,0.0,0.0,0.0004529051762584516,0.08275747876775419,0.0004529051762584516,0.08230457359149573,0.9525000000000002
BPIC13_incidents,handover,brier_skill,Brier skill,concentrated,one-number,216,True,8.913918632350512e-05,0.0,0.0,8.913918632350512e-05,0.0810985838415583,8.913918632350512e-05,0.0810094446552348,0.9734400000000001
BPIC13_incidents,handover,brier_skill,Brier skill,concentrated,uniform-beneficial,216,False,0.0810985838415583,0.0810094446552348,908.7972192300954,8.913918632350512e-05,0.0810985838415583,8.913918632350512e-05,0.0810094446552348,0.9734400000000001
BPIC13_incidents,handover,brier_skill,Brier skill,concentrated,majority,216,True,8.913918632350512e-05,0.0,0.0,8.913918632350512e-05,0.0810985838415583,8.913918632350512e-05,0.0810094446552348,0.9734400000000001
BPIC13_incidents,handover,brier_skill,Brier skill,concentrated,weighted-mean,216,True,8.913918632350512e-05,0.0,0.0,8.913918632350512e-05,0.0810985838415583,8.913918632350512e-05,0.0810094446552348,0.9734400000000001
BPIC13_incidents,handover,logloss_skill,log-loss skill,equal-level,one-number,216,True,0.036539789100092895,0.0,0.0,0.036539789100092895,0.050614619209088406,0.036539789100092895,0.014074830108995514,0.8472222222222222
BPIC13_incidents,handover,logloss_skill,log-loss skill,equal-level,uniform-beneficial,216,False,0.050614619209088406,0.01407483010899551,0.3851918813882735,0.036539789100092895,0.050614619209088406,0.036539789100092895,0.014074830108995514,0.8472222222222222
BPIC13_incidents,handover,logloss_skill,log-loss skill,equal-level,majority,216,True,0.036539789100092895,0.0,0.0,0.036539789100092895,0.050614619209088406,0.036539789100092895,0.014074830108995514,0.8472222222222222
BPIC13_incidents,handover,logloss_skill,log-loss skill,equal-level,weighted-mean,216,True,0.036539789100092895,0.0,0.0,0.036539789100092895,0.050614619209088406,0.036539789100092895,0.014074830108995514,0.8472222222222222
BPIC13_incidents,handover,logloss_skill,log-loss skill,reference,one-number,216,True,0.020674012844715605,0.0,0.0,0.020674012844715605,0.06315653725209006,0.020674012844715605,0.042482524407374454,0.9025000000000001
BPIC13_incidents,handover,logloss_skill,log-loss skill,reference,uniform-beneficial,216,False,0.06315653725209006,0.04248252440737445,2.0548755931644505,0.020674012844715605,0.06315653725209006,0.020674012844715605,0.042482524407374454,0.9025000000000001
BPIC13_incidents,handover,logloss_skill,log-loss skill,reference,majority,216,True,0.020674012844715605,0.0,0.0,0.020674012844715605,0.06315653725209006,0.020674012844715605,0.042482524407374454,0.9025000000000001
BPIC13_incidents,handover,logloss_skill,log-loss skill,reference,weighted-mean,216,True,0.020674012844715605,0.0,0.0,0.020674012844715605,0.06315653725209006,0.020674012844715605,0.042482524407374454,0.9025000000000001
BPIC13_incidents,handover,logloss_skill,log-loss skill,concentrated,one-number,216,True,0.0031888804437587063,0.0,0.0,0.0031888804437587063,0.0654894269226068,0.0031888804437587063,0.062300546478848084,0.962272
BPIC13_incidents,handover,logloss_skill,log-loss skill,concentrated,uniform-beneficial,216,False,0.0654894269226068,0.06230054647884809,19.53680847483105,0.0031888804437587063,0.0654894269226068,0.0031888804437587063,0.062300546478848084,0.962272
BPIC13_incidents,handover,logloss_skill,log-loss skill,concentrated,majority,216,True,0.0031888804437587063,0.0,0.0,0.0031888804437587063,0.0654894269226068,0.0031888804437587063,0.062300546478848084,0.962272
BPIC13_incidents,handover,logloss_skill,log-loss skill,concentrated,weighted-mean,216,True,0.0031888804437587063,0.0,0.0,0.0031888804437587063,0.0654894269226068,0.0031888804437587063,0.062300546478848084,0.962272
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,equal-level,one-number,216,True,0.2103944775301232,0.13535378692129893,1.8037385560172638,0.2103944775301232,0.07504069060882426,0.07504069060882426,-0.13535378692129896,0.8472222222222222
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,216,False,0.07504069060882426,0.0,0.0,0.2103944775301232,0.07504069060882426,0.07504069060882426,-0.13535378692129896,0.8472222222222222
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,equal-level,majority,216,True,0.2103944775301232,0.13535378692129893,1.8037385560172638,0.2103944775301232,0.07504069060882426,0.07504069060882426,-0.13535378692129896,0.8472222222222222
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,216,False,0.07504069060882426,0.0,0.0,0.2103944775301232,0.07504069060882426,0.07504069060882426,-0.13535378692129896,0.8472222222222222
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,reference,one-number,216,True,0.1256388876380383,0.0359782768668887,0.40127182446615184,0.1256388876380383,0.08966061077114959,0.08966061077114959,-0.03597827686688869,0.9025000000000001
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,216,False,0.08966061077114959,0.0,0.0,0.1256388876380383,0.08966061077114959,0.08966061077114959,-0.03597827686688869,0.9025000000000001
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,reference,majority,216,True,0.1256388876380383,0.0359782768668887,0.40127182446615184,0.1256388876380383,0.08966061077114959,0.08966061077114959,-0.03597827686688869,0.9025000000000001
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,reference,weighted-mean,216,False,0.08966061077114959,0.0,0.0,0.1256388876380383,0.08966061077114959,0.08966061077114959,-0.03597827686688869,0.9025000000000001
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,concentrated,one-number,216,True,0.022005764265952247,0.0,0.0,0.022005764265952247,0.08638577165305672,0.022005764265952247,0.06438000738710448,0.962272
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,216,False,0.08638577165305672,0.06438000738710448,2.9255974302476053,0.022005764265952247,0.08638577165305672,0.022005764265952247,0.06438000738710448,0.962272
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,concentrated,majority,216,True,0.022005764265952247,0.0,0.0,0.022005764265952247,0.08638577165305672,0.022005764265952247,0.06438000738710448,0.962272
BPIC13_incidents,handover,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,216,True,0.022005764265952247,0.0,0.0,0.022005764265952247,0.08638577165305672,0.022005764265952247,0.06438000738710448,0.962272
BPIC14,duration,ap,average precision,equal-level,one-number,960,True,0.0003868567046511069,0.0,0.0,0.0003868567046511069,0.0700099337409946,0.0003868567046511069,0.06962307703634349,0.9177083333333333
BPIC14,duration,ap,average precision,equal-level,uniform-beneficial,960,False,0.0700099337409946,0.06962307703634349,179.97123017199405,0.0003868567046511069,0.0700099337409946,0.0003868567046511069,0.06962307703634349,0.9177083333333333
BPIC14,duration,ap,average precision,equal-level,majority,960,True,0.0003868567046511069,0.0,0.0,0.0003868567046511069,0.0700099337409946,0.0003868567046511069,0.06962307703634349,0.9177083333333333
BPIC14,duration,ap,average precision,equal-level,weighted-mean,960,True,0.0003868567046511069,0.0,0.0,0.0003868567046511069,0.0700099337409946,0.0003868567046511069,0.06962307703634349,0.9177083333333333
BPIC14,duration,ap,average precision,reference,one-number,960,True,0.00027404901518101747,0.0,0.0,0.00027404901518101747,0.08659901500651118,0.00027404901518101747,0.08632496599133016,0.9304012345679014
BPIC14,duration,ap,average precision,reference,uniform-beneficial,960,False,0.08659901500651118,0.08632496599133016,314.9982711461669,0.00027404901518101747,0.08659901500651118,0.00027404901518101747,0.08632496599133016,0.9304012345679014
BPIC14,duration,ap,average precision,reference,majority,960,True,0.00027404901518101747,0.0,0.0,0.00027404901518101747,0.08659901500651118,0.00027404901518101747,0.08632496599133016,0.9304012345679014
BPIC14,duration,ap,average precision,reference,weighted-mean,960,True,0.00027404901518101747,0.0,0.0,0.00027404901518101747,0.08659901500651118,0.00027404901518101747,0.08632496599133016,0.9304012345679014
