log,target,metric,unit,measure,rule,n_cells,adopts,loss,excess,rel_excess,L_adopt,L_decline,best,mean,share_positive
BPIC15_3,handover,nagelkerke,Nagelkerke R2,concentrated,one-number,216,False,0.0813487965562636,0.023867804478009874,0.41522951527205054,0.05748099207825373,0.0813487965562636,0.05748099207825373,0.023867804478009874,0.32822399999999996
BPIC15_3,handover,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,216,False,0.0813487965562636,0.023867804478009874,0.41522951527205054,0.05748099207825373,0.0813487965562636,0.05748099207825373,0.023867804478009874,0.32822399999999996
BPIC15_3,handover,nagelkerke,Nagelkerke R2,concentrated,majority,216,False,0.0813487965562636,0.023867804478009874,0.41522951527205054,0.05748099207825373,0.0813487965562636,0.05748099207825373,0.023867804478009874,0.32822399999999996
BPIC15_3,handover,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,216,True,0.05748099207825373,0.0,0.0,0.05748099207825373,0.0813487965562636,0.05748099207825373,0.023867804478009874,0.32822399999999996
BPIC15_4,duration,ap,average precision,equal-level,one-number,216,True,0.01394833266704204,0.0,0.0,0.01394833266704204,0.016032132963788703,0.01394833266704204,0.00208380029674666,0.4537037037037037
BPIC15_4,duration,ap,average precision,equal-level,uniform-beneficial,216,False,0.016032132963788703,0.002083800296746662,0.14939422126562774,0.01394833266704204,0.016032132963788703,0.01394833266704204,0.00208380029674666,0.4537037037037037
BPIC15_4,duration,ap,average precision,equal-level,majority,216,False,0.016032132963788703,0.002083800296746662,0.14939422126562774,0.01394833266704204,0.016032132963788703,0.01394833266704204,0.00208380029674666,0.4537037037037037
BPIC15_4,duration,ap,average precision,equal-level,weighted-mean,216,True,0.01394833266704204,0.0,0.0,0.01394833266704204,0.016032132963788703,0.01394833266704204,0.00208380029674666,0.4537037037037037
BPIC15_4,duration,ap,average precision,reference,one-number,216,True,0.009086455957905873,0.0,0.0,0.009086455957905873,0.015359819806931267,0.009086455957905873,0.006273363849025394,0.57625
BPIC15_4,duration,ap,average precision,reference,uniform-beneficial,216,False,0.015359819806931267,0.006273363849025394,0.6904082161502267,0.009086455957905873,0.015359819806931267,0.009086455957905873,0.006273363849025394,0.57625
BPIC15_4,duration,ap,average precision,reference,majority,216,True,0.009086455957905873,0.0,0.0,0.009086455957905873,0.015359819806931267,0.009086455957905873,0.006273363849025394,0.57625
BPIC15_4,duration,ap,average precision,reference,weighted-mean,216,True,0.009086455957905873,0.0,0.0,0.009086455957905873,0.015359819806931267,0.009086455957905873,0.006273363849025394,0.57625
BPIC15_4,duration,ap,average precision,concentrated,one-number,216,True,0.0024152331936442345,0.0,0.0,0.0024152331936442345,0.011948518148781378,0.0024152331936442345,0.009533284955137144,0.8296959999999999
BPIC15_4,duration,ap,average precision,concentrated,uniform-beneficial,216,False,0.011948518148781378,0.009533284955137142,3.947148863399317,0.0024152331936442345,0.011948518148781378,0.0024152331936442345,0.009533284955137144,0.8296959999999999
BPIC15_4,duration,ap,average precision,concentrated,majority,216,True,0.0024152331936442345,0.0,0.0,0.0024152331936442345,0.011948518148781378,0.0024152331936442345,0.009533284955137144,0.8296959999999999
BPIC15_4,duration,ap,average precision,concentrated,weighted-mean,216,True,0.0024152331936442345,0.0,0.0,0.0024152331936442345,0.011948518148781378,0.0024152331936442345,0.009533284955137144,0.8296959999999999
BPIC15_4,duration,auc,AUC,equal-level,one-number,216,True,0.018650605605028132,0.005460418093452954,0.41397577469320357,0.018650605605028132,0.013190187511575179,0.013190187511575179,-0.005460418093452955,0.4351851851851852
BPIC15_4,duration,auc,AUC,equal-level,uniform-beneficial,216,False,0.013190187511575179,0.0,0.0,0.018650605605028132,0.013190187511575179,0.013190187511575179,-0.005460418093452955,0.4351851851851852
BPIC15_4,duration,auc,AUC,equal-level,majority,216,False,0.013190187511575179,0.0,0.0,0.018650605605028132,0.013190187511575179,0.013190187511575179,-0.005460418093452955,0.4351851851851852
BPIC15_4,duration,auc,AUC,equal-level,weighted-mean,216,False,0.013190187511575179,0.0,0.0,0.018650605605028132,0.013190187511575179,0.013190187511575179,-0.005460418093452955,0.4351851851851852
BPIC15_4,duration,auc,AUC,reference,one-number,216,True,0.017755655063673482,0.003925838206096616,0.28386769300894893,0.017755655063673482,0.013829816857576865,0.013829816857576865,-0.003925838206096612,0.47250000000000003
BPIC15_4,duration,auc,AUC,reference,uniform-beneficial,216,False,0.013829816857576865,0.0,0.0,0.017755655063673482,0.013829816857576865,0.013829816857576865,-0.003925838206096612,0.47250000000000003
BPIC15_4,duration,auc,AUC,reference,majority,216,False,0.013829816857576865,0.0,0.0,0.017755655063673482,0.013829816857576865,0.013829816857576865,-0.003925838206096612,0.47250000000000003
BPIC15_4,duration,auc,AUC,reference,weighted-mean,216,False,0.013829816857576865,0.0,0.0,0.017755655063673482,0.013829816857576865,0.013829816857576865,-0.003925838206096612,0.47250000000000003
BPIC15_4,duration,auc,AUC,concentrated,one-number,216,True,0.010399024241325319,0.0,0.0,0.010399024241325319,0.021934459825132684,0.010399024241325319,0.011535435583807365,0.725088
BPIC15_4,duration,auc,AUC,concentrated,uniform-beneficial,216,False,0.021934459825132684,0.011535435583807365,1.1092805744183183,0.010399024241325319,0.021934459825132684,0.010399024241325319,0.011535435583807365,0.725088
BPIC15_4,duration,auc,AUC,concentrated,majority,216,True,0.010399024241325319,0.0,0.0,0.010399024241325319,0.021934459825132684,0.010399024241325319,0.011535435583807365,0.725088
BPIC15_4,duration,auc,AUC,concentrated,weighted-mean,216,True,0.010399024241325319,0.0,0.0,0.010399024241325319,0.021934459825132684,0.010399024241325319,0.011535435583807365,0.725088
BPIC15_4,duration,brier_skill,Brier skill,equal-level,one-number,216,True,0.03691040609205115,0.017227724562411624,0.8752732465070341,0.03691040609205115,0.019682681529639527,0.019682681529639527,-0.01722772456241162,0.3287037037037037
BPIC15_4,duration,brier_skill,Brier skill,equal-level,uniform-beneficial,216,False,0.019682681529639527,0.0,0.0,0.03691040609205115,0.019682681529639527,0.019682681529639527,-0.01722772456241162,0.3287037037037037
BPIC15_4,duration,brier_skill,Brier skill,equal-level,majority,216,False,0.019682681529639527,0.0,0.0,0.03691040609205115,0.019682681529639527,0.019682681529639527,-0.01722772456241162,0.3287037037037037
BPIC15_4,duration,brier_skill,Brier skill,equal-level,weighted-mean,216,False,0.019682681529639527,0.0,0.0,0.03691040609205115,0.019682681529639527,0.019682681529639527,-0.01722772456241162,0.3287037037037037
BPIC15_4,duration,brier_skill,Brier skill,reference,one-number,216,True,0.057989644296590225,0.03413349538609909,1.430804926401525,0.057989644296590225,0.023856148910491135,0.023856148910491135,-0.0341334953860991,0.40375
BPIC15_4,duration,brier_skill,Brier skill,reference,uniform-beneficial,216,False,0.023856148910491135,0.0,0.0,0.057989644296590225,0.023856148910491135,0.023856148910491135,-0.0341334953860991,0.40375
BPIC15_4,duration,brier_skill,Brier skill,reference,majority,216,False,0.023856148910491135,0.0,0.0,0.057989644296590225,0.023856148910491135,0.023856148910491135,-0.0341334953860991,0.40375
BPIC15_4,duration,brier_skill,Brier skill,reference,weighted-mean,216,False,0.023856148910491135,0.0,0.0,0.057989644296590225,0.023856148910491135,0.023856148910491135,-0.0341334953860991,0.40375
BPIC15_4,duration,brier_skill,Brier skill,concentrated,one-number,216,True,0.04146641636718506,0.004750154814985287,0.12937468615185557,0.04146641636718506,0.03671626155219977,0.03671626155219977,-0.004750154814985287,0.671968
BPIC15_4,duration,brier_skill,Brier skill,concentrated,uniform-beneficial,216,False,0.03671626155219977,0.0,0.0,0.04146641636718506,0.03671626155219977,0.03671626155219977,-0.004750154814985287,0.671968
BPIC15_4,duration,brier_skill,Brier skill,concentrated,majority,216,True,0.04146641636718506,0.004750154814985287,0.12937468615185557,0.04146641636718506,0.03671626155219977,0.03671626155219977,-0.004750154814985287,0.671968
BPIC15_4,duration,brier_skill,Brier skill,concentrated,weighted-mean,216,False,0.03671626155219977,0.0,0.0,0.04146641636718506,0.03671626155219977,0.03671626155219977,-0.004750154814985287,0.671968
BPIC15_4,duration,logloss_skill,log-loss skill,equal-level,one-number,216,True,0.046577321466636346,0.029013183458177078,1.6518421481432053,0.046577321466636346,0.017564138008459268,0.017564138008459268,-0.029013183458177074,0.33333333333333337
BPIC15_4,duration,logloss_skill,log-loss skill,equal-level,uniform-beneficial,216,False,0.017564138008459268,0.0,0.0,0.046577321466636346,0.017564138008459268,0.017564138008459268,-0.029013183458177074,0.33333333333333337
BPIC15_4,duration,logloss_skill,log-loss skill,equal-level,majority,216,False,0.017564138008459268,0.0,0.0,0.046577321466636346,0.017564138008459268,0.017564138008459268,-0.029013183458177074,0.33333333333333337
BPIC15_4,duration,logloss_skill,log-loss skill,equal-level,weighted-mean,216,False,0.017564138008459268,0.0,0.0,0.046577321466636346,0.017564138008459268,0.017564138008459268,-0.029013183458177074,0.33333333333333337
BPIC15_4,duration,logloss_skill,log-loss skill,reference,one-number,216,True,0.07419783275895239,0.05174581351222258,2.3047287169843074,0.07419783275895239,0.022452019246729814,0.022452019246729814,-0.051745813512222585,0.41125
BPIC15_4,duration,logloss_skill,log-loss skill,reference,uniform-beneficial,216,False,0.022452019246729814,0.0,0.0,0.07419783275895239,0.022452019246729814,0.022452019246729814,-0.051745813512222585,0.41125
BPIC15_4,duration,logloss_skill,log-loss skill,reference,majority,216,False,0.022452019246729814,0.0,0.0,0.07419783275895239,0.022452019246729814,0.022452019246729814,-0.051745813512222585,0.41125
BPIC15_4,duration,logloss_skill,log-loss skill,reference,weighted-mean,216,False,0.022452019246729814,0.0,0.0,0.07419783275895239,0.022452019246729814,0.022452019246729814,-0.051745813512222585,0.41125
BPIC15_4,duration,logloss_skill,log-loss skill,concentrated,one-number,216,True,0.04315204982100488,0.009280434438413039,0.2739885397725281,0.04315204982100488,0.03387161538259184,0.03387161538259184,-0.00928043443841305,0.6748479999999999
BPIC15_4,duration,logloss_skill,log-loss skill,concentrated,uniform-beneficial,216,False,0.03387161538259184,0.0,0.0,0.04315204982100488,0.03387161538259184,0.03387161538259184,-0.00928043443841305,0.6748479999999999
BPIC15_4,duration,logloss_skill,log-loss skill,concentrated,majority,216,True,0.04315204982100488,0.009280434438413039,0.2739885397725281,0.04315204982100488,0.03387161538259184,0.03387161538259184,-0.00928043443841305,0.6748479999999999
BPIC15_4,duration,logloss_skill,log-loss skill,concentrated,weighted-mean,216,False,0.03387161538259184,0.0,0.0,0.04315204982100488,0.03387161538259184,0.03387161538259184,-0.00928043443841305,0.6748479999999999
BPIC15_4,duration,nagelkerke,Nagelkerke R2,equal-level,one-number,216,True,0.1336648157085771,0.10060667349995076,3.0433250866014467,0.1336648157085771,0.03305814220862636,0.03305814220862636,-0.10060667349995073,0.33333333333333337
BPIC15_4,duration,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,216,False,0.03305814220862636,0.0,0.0,0.1336648157085771,0.03305814220862636,0.03305814220862636,-0.10060667349995073,0.33333333333333337
BPIC15_4,duration,nagelkerke,Nagelkerke R2,equal-level,majority,216,False,0.03305814220862636,0.0,0.0,0.1336648157085771,0.03305814220862636,0.03305814220862636,-0.10060667349995073,0.33333333333333337
BPIC15_4,duration,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,216,False,0.03305814220862636,0.0,0.0,0.1336648157085771,0.03305814220862636,0.03305814220862636,-0.10060667349995073,0.33333333333333337
BPIC15_4,duration,nagelkerke,Nagelkerke R2,reference,one-number,216,True,0.26839776525939657,0.2130839045347579,3.8522696073507507,0.26839776525939657,0.05531386072463866,0.05531386072463866,-0.2130839045347579,0.41125
BPIC15_4,duration,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,216,False,0.05531386072463866,0.0,0.0,0.26839776525939657,0.05531386072463866,0.05531386072463866,-0.2130839045347579,0.41125
BPIC15_4,duration,nagelkerke,Nagelkerke R2,reference,majority,216,False,0.05531386072463866,0.0,0.0,0.26839776525939657,0.05531386072463866,0.05531386072463866,-0.2130839045347579,0.41125
