rep,psi,is_affine,m_changed,R,R_psi,R_shift
148,beta-cdf,False,0.06991091063116606,-0.7717794397558648,-0.6505167832293093,0.12126265652655555
148,affine,True,0.04108385651237656,-0.7717794397558648,-0.7717794397558637,1.1102230246251565e-15
149,square,False,0.010893782487686104,-0.9123956002089371,-0.9178924778839677,0.005496877675030598
149,sqrt,False,0.01692097987865765,-0.9123956002089371,-0.942000281442912,0.029604681233974972
149,logit-shift,False,0.00360608329602935,-0.9123956002089371,-0.9476498999572016,0.03525429974826455
149,logit-scale,False,0.03505146243753843,-0.9123956002089371,-0.8202643068653059,0.09213129334363113
149,beta-cdf,False,0.06740586203201981,-0.9123956002089371,-0.7257192774237065,0.1866763227852306
149,affine,True,0.03576952280919904,-0.9123956002089371,-0.9123956002089391,1.9984014443252818e-15
150,square,False,0.000429354985182262,-1.1520467215597048,-1.145581569261093,0.006465152298611887
150,sqrt,False,0.038055482006979335,-1.1520467215597048,-1.1625821111889119,0.010535389629207081
150,logit-shift,False,0.021686204084078675,-1.1520467215597048,-1.1687847544568535,0.016738032897148702
150,logit-scale,False,0.05608856346324348,-1.1520467215597048,-1.126470172541223,0.02557654901848183
150,beta-cdf,False,0.10189490957051234,-1.1520467215597048,-1.1166012596966044,0.03544546186310038
150,affine,True,0.0625605887944859,-1.1520467215597048,-1.1520467215597008,3.9968028886505635e-15
151,square,False,0.0012613227731926302,-1.3346985562141307,-1.2768760286094194,0.057822527604711293
151,sqrt,False,0.037158252787036494,-1.3346985562141307,-1.4230293933043319,0.08833083709020118
151,logit-shift,False,0.021663842909214026,-1.3346985562141307,-1.4407430313762686,0.10604447516213789
151,logit-scale,False,0.054550332928790135,-1.3346985562141307,-1.2422402217805506,0.09245833443358009
151,beta-cdf,False,0.10092716101268517,-1.3346985562141307,-1.1893519614966963,0.14534659471743439
151,affine,True,0.06024639785214181,-1.3346985562141307,-1.334698556214129,1.7763568394002505e-15
152,square,False,0.0055299269716571064,-1.942771573365675,-2.004722710831176,0.06195113746550085
152,sqrt,False,0.03280729644376312,-1.942771573365675,-1.9419110429001551,0.0008605304655198154
