log,target,rung,learner,calibration,bin,n,p_mean,y_mean
BPIC13_closed,handover,B_intake_g,logit,platt,4,44,0.2760014211107307,0.36363636363636365
BPIC13_closed,handover,B_intake_g,logit,platt,5,45,0.3360023307947854,0.37777777777777777
BPIC13_closed,handover,B_intake_g,logit,platt,6,45,0.42173989046791915,0.37777777777777777
BPIC13_closed,handover,B_intake_g,logit,platt,7,44,0.5009700660216735,0.3181818181818182
BPIC13_closed,handover,B_intake_g,logit,platt,8,45,0.5683611106057431,0.4444444444444444
BPIC13_closed,handover,B_intake_g,logit,platt,9,45,0.6939020003829328,0.6
BPIC13_closed,handover,B_intake_g,logit,isotonic,0,16,0.05898850684650039,0.0
BPIC13_closed,handover,B_intake_g,logit,isotonic,1,64,0.11452340926243035,0.03125
BPIC13_closed,handover,B_intake_g,logit,isotonic,2,54,0.16249123120910602,0.09259259259259259
BPIC13_closed,handover,B_intake_g,logit,isotonic,3,45,0.2058906703101616,0.15555555555555556
BPIC13_closed,handover,B_intake_g,logit,isotonic,4,43,0.27773115576571045,0.37209302325581395
BPIC13_closed,handover,B_intake_g,logit,isotonic,5,46,0.3451104146269541,0.3695652173913043
BPIC13_closed,handover,B_intake_g,logit,isotonic,6,45,0.4260881118611738,0.3333333333333333
BPIC13_closed,handover,B_intake_g,logit,isotonic,7,43,0.5048412840636816,0.4186046511627907
BPIC13_closed,handover,B_intake_g,logit,isotonic,8,46,0.5717494543991587,0.45652173913043476
BPIC13_closed,handover,B_intake_g,logit,isotonic,9,45,0.6494764126197131,0.4888888888888889
BPIC13_closed,handover,B_intake_g,hgb,raw,0,45,0.0004174728858590757,0.022222222222222223
BPIC13_closed,handover,B_intake_g,hgb,raw,1,45,0.0033630542277404783,0.022222222222222223
BPIC13_closed,handover,B_intake_g,hgb,raw,2,42,0.012658802595764055,0.14285714285714285
BPIC13_closed,handover,B_intake_g,hgb,raw,3,47,0.041637126116166795,0.19148936170212766
BPIC13_closed,handover,B_intake_g,hgb,raw,4,41,0.0813832009237074,0.17073170731707318
BPIC13_closed,handover,B_intake_g,hgb,raw,5,48,0.152614228358954,0.22916666666666666
BPIC13_closed,handover,B_intake_g,hgb,raw,6,45,0.2786302917721646,0.24444444444444444
BPIC13_closed,handover,B_intake_g,hgb,raw,7,44,0.5314660554944891,0.4090909090909091
BPIC13_closed,handover,B_intake_g,hgb,raw,8,45,0.8223679929788733,0.5111111111111111
BPIC13_closed,handover,B_intake_g,hgb,raw,9,45,0.9796278293997509,0.8
BPIC13_closed,handover,B_intake_g,hgb,platt,0,41,0.12322503331931299,0.0
BPIC13_closed,handover,B_intake_g,hgb,platt,1,49,0.15398724240138376,0.08163265306122448
BPIC13_closed,handover,B_intake_g,hgb,platt,2,44,0.21810011306317537,0.11363636363636363
BPIC13_closed,handover,B_intake_g,hgb,platt,3,45,0.26554253536528843,0.24444444444444444
BPIC13_closed,handover,B_intake_g,hgb,platt,4,44,0.30089503488122715,0.20454545454545456
BPIC13_closed,handover,B_intake_g,hgb,platt,5,45,0.3378535611965971,0.1111111111111111
BPIC13_closed,handover,B_intake_g,hgb,platt,6,44,0.37531385928776556,0.4318181818181818
BPIC13_closed,handover,B_intake_g,hgb,platt,7,45,0.42361542338579333,0.3333333333333333
BPIC13_closed,handover,B_intake_g,hgb,platt,8,45,0.4862678307703917,0.35555555555555557
BPIC13_closed,handover,B_intake_g,hgb,platt,9,45,0.5982068747368928,0.8666666666666667
BPIC13_closed,handover,B_intake_g,hgb,isotonic,0,36,0.10245846007803738,0.0
BPIC13_closed,handover,B_intake_g,hgb,isotonic,1,49,0.1502414144024662,0.08163265306122448
BPIC13_closed,handover,B_intake_g,hgb,isotonic,2,48,0.22556224609832873,0.125
BPIC13_closed,handover,B_intake_g,hgb,isotonic,3,45,0.273231117064,0.2
BPIC13_closed,handover,B_intake_g,hgb,isotonic,4,42,0.2902679591195418,0.21428571428571427
BPIC13_closed,handover,B_intake_g,hgb,isotonic,5,44,0.30807657943157324,0.22727272727272727
BPIC13_closed,handover,B_intake_g,hgb,isotonic,6,41,0.3374757020265846,0.3170731707317073
BPIC13_closed,handover,B_intake_g,hgb,isotonic,7,47,0.36548382685898184,0.2553191489361702
BPIC13_closed,handover,B_intake_g,hgb,isotonic,8,50,0.42201903399636465,0.44
BPIC13_closed,handover,B_intake_g,hgb,isotonic,9,45,0.591682049809003,0.8444444444444444
BPIC13_incidents,duration,B_half,logit,raw,0,222,0.1364880609995029,0.07207207207207207
BPIC13_incidents,duration,B_half,logit,raw,1,227,0.22014541274146898,0.06607929515418502
BPIC13_incidents,duration,B_half,logit,raw,2,221,0.2959558635918801,0.07239819004524888
BPIC13_incidents,duration,B_half,logit,raw,3,203,0.34147494000686346,0.09359605911330049
BPIC13_incidents,duration,B_half,logit,raw,4,256,0.40267549438433936,0.16015625
BPIC13_incidents,duration,B_half,logit,raw,5,121,0.47802073803181294,0.17355371900826447
BPIC13_incidents,duration,B_half,logit,raw,6,306,0.508693186260758,0.1503267973856209
BPIC13_incidents,duration,B_half,logit,raw,7,255,0.5872739139542639,0.1607843137254902
BPIC13_incidents,duration,B_half,logit,raw,8,218,0.6740341139308207,0.2706422018348624
BPIC13_incidents,duration,B_half,logit,raw,9,238,0.8009102847774777,0.31512605042016806
BPIC13_incidents,duration,B_half,logit,platt,0,184,0.1744738572591386,0.06521739130434782
BPIC13_incidents,duration,B_half,logit,platt,1,269,0.2653563084766759,0.05947955390334572
BPIC13_incidents,duration,B_half,logit,platt,2,201,0.33409526662896677,0.0945273631840796
BPIC13_incidents,duration,B_half,logit,platt,3,205,0.3700441008871211,0.08292682926829269
BPIC13_incidents,duration,B_half,logit,platt,4,274,0.4229263455120693,0.15328467153284672
BPIC13_incidents,duration,B_half,logit,platt,5,131,0.4819922566979499,0.20610687022900764
BPIC13_incidents,duration,B_half,logit,platt,6,310,0.5103168306566307,0.14193548387096774
BPIC13_incidents,duration,B_half,logit,platt,7,238,0.5710736267174942,0.20168067226890757
BPIC13_incidents,duration,B_half,logit,platt,8,226,0.646357692119785,0.2168141592920354
BPIC13_incidents,duration,B_half,logit,platt,9,229,0.7550500510417654,0.32751091703056767
BPIC13_incidents,duration,B_half,logit,isotonic,0,183,0.13138144156580187,0.060109289617486336
BPIC13_incidents,duration,B_half,logit,isotonic,1,214,0.2261046164498957,0.07476635514018691
BPIC13_incidents,duration,B_half,logit,isotonic,2,228,0.28100224308017513,0.07456140350877193
BPIC13_incidents,duration,B_half,logit,isotonic,3,281,0.32724862304443914,0.10320284697508897
BPIC13_incidents,duration,B_half,logit,isotonic,4,222,0.4299111476454731,0.14864864864864866
BPIC13_incidents,duration,B_half,logit,isotonic,5,89,0.48934933030818395,0.14606741573033707
BPIC13_incidents,duration,B_half,logit,isotonic,6,365,0.5207354489173666,0.1589041095890411
BPIC13_incidents,duration,B_half,logit,isotonic,7,209,0.6173751268338727,0.18181818181818182
BPIC13_incidents,duration,B_half,logit,isotonic,8,245,0.6691761974738625,0.2163265306122449
BPIC13_incidents,duration,B_half,logit,isotonic,9,231,0.7541038518752553,0.35064935064935066
BPIC13_incidents,duration,B_half,hgb,raw,0,226,0.07358262801333443,0.061946902654867256
BPIC13_incidents,duration,B_half,hgb,raw,1,223,0.20208284631204892,0.11659192825112108
BPIC13_incidents,duration,B_half,hgb,raw,2,101,0.2794164565265509,0.039603960396039604
BPIC13_incidents,duration,B_half,hgb,raw,3,352,0.33779695305257723,0.09090909090909091
BPIC13_incidents,duration,B_half,hgb,raw,4,226,0.4065017389030413,0.13274336283185842
BPIC13_incidents,duration,B_half,hgb,raw,5,121,0.4903382246595894,0.1487603305785124
BPIC13_incidents,duration,B_half,hgb,raw,6,337,0.5120075666747291,0.13056379821958458
BPIC13_incidents,duration,B_half,hgb,raw,7,226,0.6047096535083532,0.23893805309734514
BPIC13_incidents,duration,B_half,hgb,raw,8,227,0.7007221931703811,0.2511013215859031
BPIC13_incidents,duration,B_half,hgb,raw,9,228,0.8617089852988341,0.30701754385964913
BPIC13_incidents,duration,B_half,hgb,platt,0,225,0.27441480251893324,0.035555555555555556
BPIC13_incidents,duration,B_half,hgb,platt,1,206,0.32181056651153733,0.0825242718446602
BPIC13_incidents,duration,B_half,hgb,platt,2,227,0.37710045217264326,0.1145374449339207
BPIC13_incidents,duration,B_half,hgb,platt,3,249,0.4266688335793462,0.08433734939759036
BPIC13_incidents,duration,B_half,hgb,platt,4,226,0.4603090568976018,0.16371681415929204
BPIC13_incidents,duration,B_half,hgb,platt,5,180,0.49467835537209687,0.17222222222222222
BPIC13_incidents,duration,B_half,hgb,platt,6,256,0.5061551186311254,0.125
BPIC13_incidents,duration,B_half,hgb,platt,7,219,0.5513883729119877,0.1872146118721461
BPIC13_incidents,duration,B_half,hgb,platt,8,252,0.5935077890019875,0.23809523809523808
BPIC13_incidents,duration,B_half,hgb,platt,9,227,0.7033238778975277,0.33480176211453744
BPIC13_incidents,duration,B_half,hgb,isotonic,0,196,0.20120397146989263,0.04081632653061224
BPIC13_incidents,duration,B_half,hgb,isotonic,1,255,0.28424033542435495,0.09411764705882353
BPIC13_incidents,duration,B_half,hgb,isotonic,2,213,0.3608082408531261,0.07511737089201878
BPIC13_incidents,duration,B_half,hgb,isotonic,3,88,0.3851150724093841,0.07954545454545454
BPIC13_incidents,duration,B_half,hgb,isotonic,4,376,0.4164218750834545,0.13297872340425532
BPIC13_incidents,duration,B_half,hgb,isotonic,5,124,0.4984134695339138,0.20161290322580644
BPIC13_incidents,duration,B_half,hgb,isotonic,6,330,0.5223444033404684,0.1606060606060606
BPIC13_incidents,duration,B_half,hgb,isotonic,7,231,0.5921128742185926,0.12121212121212122
BPIC13_incidents,duration,B_half,hgb,isotonic,8,180,0.6281203576311236,0.25
BPIC13_incidents,duration,B_half,hgb,isotonic,9,274,0.719786755958232,0.33941605839416056
BPIC13_incidents,duration,B_intake,logit,raw,0,222,0.12413843913057973,0.06306306306306306
BPIC13_incidents,duration,B_intake,logit,raw,1,202,0.20401806822061433,0.054455445544554455
BPIC13_incidents,duration,B_intake,logit,raw,2,256,0.2656328492007183,0.0703125
BPIC13_incidents,duration,B_intake,logit,raw,3,227,0.33758176341569046,0.1013215859030837
BPIC13_incidents,duration,B_intake,logit,raw,4,226,0.3791092015906997,0.1592920353982301
BPIC13_incidents,duration,B_intake,logit,raw,5,207,0.44278239876608033,0.08695652173913043
BPIC13_incidents,duration,B_intake,logit,raw,6,246,0.5011612908346025,0.17479674796747968
BPIC13_incidents,duration,B_intake,logit,raw,7,226,0.6016565428100422,0.17256637168141592
BPIC13_incidents,duration,B_intake,logit,raw,8,225,0.6958606748869448,0.26222222222222225
BPIC13_incidents,duration,B_intake,logit,raw,9,230,0.835394827847403,0.3826086956521739
BPIC13_incidents,duration,B_intake,logit,platt,0,227,0.21631607888493018,0.06167400881057269
BPIC13_incidents,duration,B_intake,logit,platt,1,220,0.28600059111501525,0.05
BPIC13_incidents,duration,B_intake,logit,platt,2,233,0.34497911087483646,0.07296137339055794
BPIC13_incidents,duration,B_intake,logit,platt,3,226,0.38635160661242773,0.10176991150442478
BPIC13_incidents,duration,B_intake,logit,platt,4,224,0.41413390509095305,0.13839285714285715
BPIC13_incidents,duration,B_intake,logit,platt,5,200,0.4553015235529192,0.13
BPIC13_incidents,duration,B_intake,logit,platt,6,257,0.49559726262090803,0.14007782101167315
BPIC13_incidents,duration,B_intake,logit,platt,7,224,0.5623731530675525,0.19196428571428573
BPIC13_incidents,duration,B_intake,logit,platt,8,224,0.6294762558359982,0.25
BPIC13_incidents,duration,B_intake,logit,platt,9,232,0.7467001093945534,0.39655172413793105
BPIC13_incidents,duration,B_intake,logit,isotonic,0,218,0.15804304261005633,0.05504587155963303
BPIC13_incidents,duration,B_intake,logit,isotonic,1,173,0.26721617476858883,0.046242774566473986
BPIC13_incidents,duration,B_intake,logit,isotonic,2,249,0.3262453538237512,0.08032128514056225
BPIC13_incidents,duration,B_intake,logit,isotonic,3,264,0.35827502805751815,0.08333333333333333
BPIC13_incidents,duration,B_intake,logit,isotonic,4,209,0.38749977058837415,0.15311004784688995
BPIC13_incidents,duration,B_intake,logit,isotonic,5,244,0.4182697303100215,0.08196721311475409
BPIC13_incidents,duration,B_intake,logit,isotonic,6,229,0.5052027347359505,0.2096069868995633
BPIC13_incidents,duration,B_intake,logit,isotonic,7,217,0.5954078578771153,0.18433179723502305
BPIC13_incidents,duration,B_intake,logit,isotonic,8,181,0.6552832498610208,0.20994475138121546
BPIC13_incidents,duration,B_intake,logit,isotonic,9,283,0.7575515286151834,0.38515901060070673
BPIC13_incidents,duration,B_intake,hgb,raw,0,227,0.07341506940664401,0.06167400881057269
BPIC13_incidents,duration,B_intake,hgb,raw,1,200,0.16459512978930868,0.075
BPIC13_incidents,duration,B_intake,hgb,raw,2,252,0.2410510544903915,0.0992063492063492
BPIC13_incidents,duration,B_intake,hgb,raw,3,198,0.34065665603024264,0.10101010101010101
BPIC13_incidents,duration,B_intake,hgb,raw,4,252,0.38351197194429215,0.09523809523809523
BPIC13_incidents,duration,B_intake,hgb,raw,5,226,0.43556812335890377,0.10619469026548672
BPIC13_incidents,duration,B_intake,hgb,raw,6,221,0.5255696864882522,0.17647058823529413
BPIC13_incidents,duration,B_intake,hgb,raw,7,236,0.6111305132553974,0.1864406779661017
BPIC13_incidents,duration,B_intake,hgb,raw,8,228,0.7627094953697762,0.2719298245614035
BPIC13_incidents,duration,B_intake,hgb,raw,9,227,0.9310365750411101,0.36123348017621143
BPIC13_incidents,duration,B_intake,hgb,platt,0,171,0.2293016594104329,0.04678362573099415
BPIC13_incidents,duration,B_intake,hgb,platt,1,283,0.30379512284837823,0.0989399293286219
BPIC13_incidents,duration,B_intake,hgb,platt,2,226,0.3757482087395321,0.084070796460177
BPIC13_incidents,duration,B_intake,hgb,platt,3,164,0.4096913761641949,0.10975609756097561
BPIC13_incidents,duration,B_intake,hgb,platt,4,281,0.4301701989941341,0.09252669039145907
BPIC13_incidents,duration,B_intake,hgb,platt,5,234,0.4550023754021889,0.10256410256410256
BPIC13_incidents,duration,B_intake,hgb,platt,6,228,0.493035518761136,0.14912280701754385
BPIC13_incidents,duration,B_intake,hgb,platt,7,223,0.5341434042058754,0.15246636771300448
BPIC13_incidents,duration,B_intake,hgb,platt,8,230,0.6002393402068754,0.2826086956521739
BPIC13_incidents,duration,B_intake,hgb,platt,9,227,0.7301833274931478,0.40969162995594716
BPIC13_incidents,duration,B_intake,hgb,isotonic,0,204,0.1930733950771366,0.029411764705882353
BPIC13_incidents,duration,B_intake,hgb,isotonic,1,183,0.2736126723941565,0.1092896174863388
BPIC13_incidents,duration,B_intake,hgb,isotonic,2,292,0.3233674924278197,0.08561643835616438
BPIC13_incidents,duration,B_intake,hgb,isotonic,3,134,0.381281622442862,0.12686567164179105
BPIC13_incidents,duration,B_intake,hgb,isotonic,4,301,0.4104696980600134,0.10963455149501661
BPIC13_incidents,duration,B_intake,hgb,isotonic,5,246,0.4391890888797088,0.09349593495934959
BPIC13_incidents,duration,B_intake,hgb,isotonic,6,224,0.4957697488589301,0.14285714285714285
BPIC13_incidents,duration,B_intake,hgb,isotonic,7,227,0.5617840148118997,0.14977973568281938
BPIC13_incidents,duration,B_intake,hgb,isotonic,8,228,0.6401154147654,0.2894736842105263
BPIC13_incidents,duration,B_intake,hgb,isotonic,9,228,0.7569856082583969,0.40789473684210525
BPIC13_incidents,duration,B_intake_g,logit,raw,0,226,0.09331169973167745,0.048672566371681415
BPIC13_incidents,duration,B_intake_g,logit,raw,1,226,0.17103602253021802,0.06637168141592921
BPIC13_incidents,duration,B_intake_g,logit,raw,2,223,0.22739355135784312,0.07174887892376682
BPIC13_incidents,duration,B_intake_g,logit,raw,3,231,0.2876701806799971,0.11255411255411256
BPIC13_incidents,duration,B_intake_g,logit,raw,4,227,0.3516296723527226,0.08370044052863436
BPIC13_incidents,duration,B_intake_g,logit,raw,5,226,0.41443618492093387,0.12389380530973451
BPIC13_incidents,duration,B_intake_g,logit,raw,6,227,0.5065394707215732,0.1894273127753304
BPIC13_incidents,duration,B_intake_g,logit,raw,7,227,0.6076150165501576,0.24669603524229075
BPIC13_incidents,duration,B_intake_g,logit,raw,8,227,0.7210930297329928,0.23788546255506607
BPIC13_incidents,duration,B_intake_g,logit,raw,9,227,0.8592904464655797,0.3568281938325991
BPIC13_incidents,duration,B_intake_g,logit,platt,0,227,0.19618322127836918,0.048458149779735685
BPIC13_incidents,duration,B_intake_g,logit,platt,1,227,0.27323785394557437,0.06167400881057269
BPIC13_incidents,duration,B_intake_g,logit,platt,2,223,0.31621033072827176,0.08071748878923767
BPIC13_incidents,duration,B_intake_g,logit,platt,3,230,0.3599323587821531,0.11304347826086956
BPIC13_incidents,duration,B_intake_g,logit,platt,4,226,0.4015505322060636,0.07964601769911504
BPIC13_incidents,duration,B_intake_g,logit,platt,5,227,0.4413157090827127,0.15418502202643172
BPIC13_incidents,duration,B_intake_g,logit,platt,6,223,0.49883136323268856,0.16143497757847533
BPIC13_incidents,duration,B_intake_g,logit,platt,7,230,0.5589060346107949,0.21304347826086956
BPIC13_incidents,duration,B_intake_g,logit,platt,8,227,0.638156046305333,0.2511013215859031
BPIC13_incidents,duration,B_intake_g,logit,platt,9,227,0.7551891605510666,0.3744493392070485
BPIC13_incidents,duration,B_intake_g,logit,isotonic,0,225,0.16552420047170616,0.04888888888888889
BPIC13_incidents,duration,B_intake_g,logit,isotonic,1,227,0.2349270877548102,0.04405286343612335
BPIC13_incidents,duration,B_intake_g,logit,isotonic,2,226,0.2895438623078833,0.084070796460177
BPIC13_incidents,duration,B_intake_g,logit,isotonic,3,228,0.33851179534206505,0.12719298245614036
BPIC13_incidents,duration,B_intake_g,logit,isotonic,4,227,0.3838589186947776,0.07929515418502203
BPIC13_incidents,duration,B_intake_g,logit,isotonic,5,216,0.4270636500747404,0.14351851851851852
BPIC13_incidents,duration,B_intake_g,logit,isotonic,6,236,0.4958324499378137,0.17796610169491525
BPIC13_incidents,duration,B_intake_g,logit,isotonic,7,225,0.5801076414577124,0.21333333333333335
BPIC13_incidents,duration,B_intake_g,logit,isotonic,8,226,0.6766977448329109,0.24336283185840707
BPIC13_incidents,duration,B_intake_g,logit,isotonic,9,231,0.7653600386584128,0.3722943722943723
BPIC13_incidents,duration,B_intake_g,hgb,raw,0,178,0.04898722651798397,0.05056179775280899
BPIC13_incidents,duration,B_intake_g,hgb,raw,1,276,0.12510976208093735,0.06884057971014493
BPIC13_incidents,duration,B_intake_g,hgb,raw,2,226,0.215377414141269,0.11061946902654868
BPIC13_incidents,duration,B_intake_g,hgb,raw,3,227,0.28689555101555364,0.1145374449339207
BPIC13_incidents,duration,B_intake_g,hgb,raw,4,214,0.3678692019452885,0.14485981308411214
BPIC13_incidents,duration,B_intake_g,hgb,raw,5,234,0.4281885974068992,0.08974358974358974
BPIC13_incidents,duration,B_intake_g,hgb,raw,6,231,0.5334818708305303,0.14285714285714285
BPIC13_incidents,duration,B_intake_g,hgb,raw,7,226,0.6783546137626846,0.21238938053097345
BPIC13_incidents,duration,B_intake_g,hgb,raw,8,228,0.8213184058927223,0.2807017543859649
BPIC13_incidents,duration,B_intake_g,hgb,raw,9,227,0.9454121145295501,0.32158590308370044
BPIC13_incidents,duration,B_intake_g,hgb,platt,0,227,0.23667696870129995,0.05726872246696035
BPIC13_incidents,duration,B_intake_g,hgb,platt,1,227,0.3065253864438539,0.06607929515418502
BPIC13_incidents,duration,B_intake_g,hgb,platt,2,226,0.3568051131616134,0.0752212389380531
BPIC13_incidents,duration,B_intake_g,hgb,platt,3,227,0.39682060579556,0.08370044052863436
BPIC13_incidents,duration,B_intake_g,hgb,platt,4,226,0.42060765439996717,0.11504424778761062
BPIC13_incidents,duration,B_intake_g,hgb,platt,5,227,0.4493254407942164,0.12334801762114538
BPIC13_incidents,duration,B_intake_g,hgb,platt,6,227,0.4903546688866207,0.14096916299559473
BPIC13_incidents,duration,B_intake_g,hgb,platt,7,226,0.5434763129031508,0.252212389380531
BPIC13_incidents,duration,B_intake_g,hgb,platt,8,227,0.6101849575971995,0.23788546255506607
BPIC13_incidents,duration,B_intake_g,hgb,platt,9,227,0.717725881219661,0.3876651982378855
BPIC13_incidents,duration,B_intake_g,hgb,isotonic,0,226,0.21230703509533075,0.05309734513274336
BPIC13_incidents,duration,B_intake_g,hgb,isotonic,1,178,0.2755013027959532,0.056179775280898875
BPIC13_incidents,duration,B_intake_g,hgb,isotonic,2,262,0.313667782859283,0.07633587786259542
BPIC13_incidents,duration,B_intake_g,hgb,isotonic,3,241,0.3553096180078296,0.07468879668049792
