term,order,share,variance,log,target,metric,total_variance
family x quality_level,2,0.011505306487617646,2.8548103698052158e-06,BPIC14,handover,ap,0.00024812988449092146
family x rung,2,0.012691730696389025,3.149197671684891e-06,BPIC14,handover,ap,0.00024812988449092146
family x split,2,0.001932241872907982,4.794469527331793e-07,BPIC14,handover,ap,0.00024812988449092146
encoding x quality_level,2,0.0024137060467214985,5.989126025680441e-07,BPIC14,handover,ap,0.00024812988449092146
encoding x rung,2,0.06316996865591032,1.5674357025886156e-05,BPIC14,handover,ap,0.00024812988449092146
encoding x split,2,0.009186628655362976,2.2794771071162045e-06,BPIC14,handover,ap,0.00024812988449092146
quality_level x rung,2,0.016640901293499304,4.129104915780808e-06,BPIC14,handover,ap,0.00024812988449092146
quality_level x split,2,0.001048683432049451,2.602096988619734e-07,BPIC14,handover,ap,0.00024812988449092146
rung x split,2,0.012046512588371737,2.9890997770711104e-06,BPIC14,handover,ap,0.00024812988449092146
family x encoding x quality_level,3,0.014837821457151382,3.6817069242598883e-06,BPIC14,handover,ap,0.00024812988449092146
family x encoding x rung,3,0.03749507231059804,9.303647961407439e-06,BPIC14,handover,ap,0.00024812988449092146
family x encoding x split,3,0.0014001515075079602,3.4741943182773973e-07,BPIC14,handover,ap,0.00024812988449092146
family x quality_level x rung,3,0.005110800497510418,1.2681423371034038e-06,BPIC14,handover,ap,0.00024812988449092146
family x quality_level x split,3,0.008466768277219204,2.1008582346377993e-06,BPIC14,handover,ap,0.00024812988449092146
family x rung x split,3,0.0032315281323465187,8.018387022083049e-07,BPIC14,handover,ap,0.00024812988449092146
encoding x quality_level x rung,3,0.0024338191302210985,6.039032596535561e-07,BPIC14,handover,ap,0.00024812988449092146
encoding x quality_level x split,3,0.00043912081450808005,1.0895899698144926e-07,BPIC14,handover,ap,0.00024812988449092146
encoding x rung x split,3,0.006407967849722456,1.5900083223731713e-06,BPIC14,handover,ap,0.00024812988449092146
quality_level x rung x split,3,0.002219361434644122,5.506898964218517e-07,BPIC14,handover,ap,0.00024812988449092146
family x encoding x quality_level x rung,4,0.004840875828721524,1.2011659602155654e-06,BPIC14,handover,ap,0.00024812988449092146
family x encoding x quality_level x split,4,0.008030104841143889,1.992508986683022e-06,BPIC14,handover,ap,0.00024812988449092146
family x encoding x rung x split,4,0.0004859158123021775,1.2057023437885158e-07,BPIC14,handover,ap,0.00024812988449092146
family x quality_level x rung x split,4,0.0037789348139171696,9.376666588759891e-07,BPIC14,handover,ap,0.00024812988449092146
encoding x quality_level x rung x split,4,0.0016035565894277131,3.978903113093544e-07,BPIC14,handover,ap,0.00024812988449092146
family x encoding x quality_level x rung x split,5,0.0035232216852708036,8.742165898021541e-07,BPIC14,handover,ap,0.00024812988449092146
family,1,0.03919650160269092,0.00033796333921476624,BPIC14,handover,auc,0.00862228324967564
encoding,1,0.13559048313001293,0.001169099551507338,BPIC14,handover,auc,0.00862228324967564
quality_level,1,0.05639401733149667,0.0004862451910192814,BPIC14,handover,auc,0.00862228324967564
rung,1,0.45891987920243676,0.003956937187390338,BPIC14,handover,auc,0.00862228324967564
split,1,0.02060336681121463,0.0001776480645432589,BPIC14,handover,auc,0.00862228324967564
family x encoding,2,0.10554128197095577,0.0009100068276874655,BPIC14,handover,auc,0.00862228324967564
family x quality_level,2,0.008263863780168395,7.125337424934716e-05,BPIC14,handover,auc,0.00862228324967564
family x rung,2,0.013232710801328294,0.00011409618069009486,BPIC14,handover,auc,0.00862228324967564
family x split,2,0.0038993414727144407,3.362122666495126e-05,BPIC14,handover,auc,0.00862228324967564
encoding x quality_level,2,0.004130146162696203,3.561129007732759e-05,BPIC14,handover,auc,0.00862228324967564
encoding x rung,2,0.05459049308964023,0.0004706946941583387,BPIC14,handover,auc,0.00862228324967564
encoding x split,2,0.0008279082759911294,7.138459660346151e-06,BPIC14,handover,auc,0.00862228324967564
quality_level x rung,2,0.02151144974221555,0.0001854778127885445,BPIC14,handover,auc,0.00862228324967564
quality_level x split,2,0.0005471810430198885,4.717949941770431e-06,BPIC14,handover,auc,0.00862228324967564
rung x split,2,0.00569117623429056,4.907093351587558e-05,BPIC14,handover,auc,0.00862228324967564
family x encoding x quality_level,3,0.010991434535005673,9.477126188108576e-05,BPIC14,handover,auc,0.00862228324967564
family x encoding x rung,3,0.03918363695136458,0.00033785241654712224,BPIC14,handover,auc,0.00862228324967564
family x encoding x split,3,0.0011081023232274987,9.554372100491123e-06,BPIC14,handover,auc,0.00862228324967564
family x quality_level x rung,3,0.002824936453327136,2.4357402262920674e-05,BPIC14,handover,auc,0.00862228324967564
family x quality_level x split,3,0.0014397457688634107,1.2413895826662362e-05,BPIC14,handover,auc,0.00862228324967564
family x rung x split,3,0.0034882177374866105,3.0076401369152257e-05,BPIC14,handover,auc,0.00862228324967564
encoding x quality_level x rung,3,0.0020610626291668287,1.777106578399758e-05,BPIC14,handover,auc,0.00862228324967564
encoding x quality_level x split,3,0.0004208641034746267,3.628809509779029e-06,BPIC14,handover,auc,0.00862228324967564
encoding x rung x split,3,0.0018820758619808066,1.622779117937595e-05,BPIC14,handover,auc,0.00862228324967564
quality_level x rung x split,3,0.00021919836593594033,1.8899903989657296e-06,BPIC14,handover,auc,0.00862228324967564
family x encoding x quality_level x rung,4,0.004368318088610214,3.766487588467895e-05,BPIC14,handover,auc,0.00862228324967564
family x encoding x quality_level x split,4,0.0007166174547476595,6.178878676495935e-06,BPIC14,handover,auc,0.00862228324967564
family x encoding x rung x split,4,0.0006983201104823316,6.02111379152345e-06,BPIC14,handover,auc,0.00862228324967564
family x quality_level x rung x split,4,0.0006260836916689364,5.398270927572158e-06,BPIC14,handover,auc,0.00862228324967564
encoding x quality_level x rung x split,4,0.0005472663371631571,4.71868537203323e-06,BPIC14,handover,auc,0.00862228324967564
family x encoding x quality_level x rung x split,5,0.000484318936622279,4.1759350547389935e-06,BPIC14,handover,auc,0.00862228324967564
family,1,0.05199851710991251,0.00048308880153233633,BPIC14,handover,brier_skill,0.009290434196636827
encoding,1,0.10034766312610711,0.0009322733610593779,BPIC14,handover,brier_skill,0.009290434196636827
quality_level,1,0.11138112128441982,0.0010347789780405278,BPIC14,handover,brier_skill,0.009290434196636827
rung,1,0.4522624344087559,0.004201714386485326,BPIC14,handover,brier_skill,0.009290434196636827
split,1,0.006351299152209107,5.9006326836753974e-05,BPIC14,handover,brier_skill,0.009290434196636827
family x encoding,2,0.10434359742708715,0.0009693973257367169,BPIC14,handover,brier_skill,0.009290434196636827
family x quality_level,2,0.00850243580221771,7.899132033163268e-05,BPIC14,handover,brier_skill,0.009290434196636827
family x rung,2,0.0209005216036581,0.00019417492063417198,BPIC14,handover,brier_skill,0.009290434196636827
family x split,2,3.997931669675157e-05,3.7142521099767445e-07,BPIC14,handover,brier_skill,0.009290434196636827
encoding x quality_level,2,0.0076302526931701885,7.088836054960856e-05,BPIC14,handover,brier_skill,0.009290434196636827
encoding x rung,2,0.04719460527214504,0.000438458374717113,BPIC14,handover,brier_skill,0.009290434196636827
encoding x split,2,0.0015740822787265484,1.4623907830601147e-05,BPIC14,handover,brier_skill,0.009290434196636827
quality_level x rung,2,0.019173435112296223,0.0001781295372342741,BPIC14,handover,brier_skill,0.009290434196636827
quality_level x split,2,0.005585162437772568,5.1888584105653766e-05,BPIC14,handover,brier_skill,0.009290434196636827
rung x split,2,0.004509542921061726,4.1895611765033384e-05,BPIC14,handover,brier_skill,0.009290434196636827
family x encoding x quality_level,3,0.008229131600385449,7.64522056288457e-05,BPIC14,handover,brier_skill,0.009290434196636827
family x encoding x rung,3,0.02957383313016305,0.00027475375063809793,BPIC14,handover,brier_skill,0.009290434196636827
family x encoding x split,3,0.0013989883868012131,1.299720954943578e-05,BPIC14,handover,brier_skill,0.009290434196636827
family x quality_level x rung,3,0.0016838992585882662,1.5644155255679828e-05,BPIC14,handover,brier_skill,0.009290434196636827
family x quality_level x split,3,0.0006962233382958836,6.468217110600727e-06,BPIC14,handover,brier_skill,0.009290434196636827
family x rung x split,3,0.0009099094948858926,8.453454287132438e-06,BPIC14,handover,brier_skill,0.009290434196636827
encoding x quality_level x rung,3,0.003309128699935665,3.0743242434954667e-05,BPIC14,handover,brier_skill,0.009290434196636827
encoding x quality_level x split,3,0.001179785567105617,1.0960720177336596e-05,BPIC14,handover,brier_skill,0.009290434196636827
encoding x rung x split,3,0.0010842444767215507,1.0073101964048497e-05,BPIC14,handover,brier_skill,0.009290434196636827
quality_level x rung x split,3,0.0015907382873759108,1.4778649382936662e-05,BPIC14,handover,brier_skill,0.009290434196636827
family x encoding x quality_level x rung,4,0.002914381874308189,2.7075873027131328e-05,BPIC14,handover,brier_skill,0.009290434196636827
family x encoding x quality_level x split,4,0.0010517737542714764,9.771434853808824e-06,BPIC14,handover,brier_skill,0.009290434196636827
family x encoding x rung x split,4,0.001015459860305063,9.434063011490214e-06,BPIC14,handover,brier_skill,0.009290434196636827
family x quality_level x rung x split,4,0.0006497437175476249,6.0364012525543935e-06,BPIC14,handover,brier_skill,0.009290434196636827
encoding x quality_level x rung x split,4,0.0007487398508524992,6.956118314744817e-06,BPIC14,handover,brier_skill,0.009290434196636827
family x encoding x quality_level x rung x split,5,0.002169368756220235,2.015437767790397e-05,BPIC14,handover,brier_skill,0.009290434196636827
family,1,0.045517672298631726,0.0005327576781263437,BPIC14,handover,logloss_skill,0.011704413939074792
encoding,1,0.11797513827297339,0.0013808298528664657,BPIC14,handover,logloss_skill,0.011704413939074792
quality_level,1,0.12841405592605995,0.001503011266154106,BPIC14,handover,logloss_skill,0.011704413939074792
rung,1,0.4159266633861031,0.004868177836569175,BPIC14,handover,logloss_skill,0.011704413939074792
split,1,0.013721392669507422,0.00016060085962450136,BPIC14,handover,logloss_skill,0.011704413939074792
family x encoding,2,0.08373374354206127,0.0009800543950846158,BPIC14,handover,logloss_skill,0.011704413939074792
family x quality_level,2,0.019051233351707313,0.00022298352119828966,BPIC14,handover,logloss_skill,0.011704413939074792
family x rung,2,0.016855334560926402,0.00019728181278267607,BPIC14,handover,logloss_skill,0.011704413939074792
family x split,2,0.0016809009269300123,1.9673960239363375e-05,BPIC14,handover,logloss_skill,0.011704413939074792
encoding x quality_level,2,0.0048903343075997075,5.723849703660569e-05,BPIC14,handover,logloss_skill,0.011704413939074792
encoding x rung,2,0.05223324329976415,0.0006113595009608445,BPIC14,handover,logloss_skill,0.011704413939074792
encoding x split,2,0.0009030622673087482,1.0569814589340998e-05,BPIC14,handover,logloss_skill,0.011704413939074792
quality_level x rung,2,0.030842624575354232,0.0003609948449974268,BPIC14,handover,logloss_skill,0.011704413939074792
quality_level x split,2,0.0011639620855065128,1.3623494058156994e-05,BPIC14,handover,logloss_skill,0.011704413939074792
rung x split,2,0.0035603865400443517,4.167223784778938e-05,BPIC14,handover,logloss_skill,0.011704413939074792
family x encoding x quality_level,3,0.01615039711585406,0.00018903093312439557,BPIC14,handover,logloss_skill,0.011704413939074792
family x encoding x rung,3,0.02255018340800236,0.00026393668100931593,BPIC14,handover,logloss_skill,0.011704413939074792
family x encoding x split,3,0.0013341023091102766,1.561488566290219e-05,BPIC14,handover,logloss_skill,0.011704413939074792
family x quality_level x rung,3,0.0037797757617042934,4.4240060111868774e-05,BPIC14,handover,logloss_skill,0.011704413939074792
family x quality_level x split,3,0.001622223249863235,1.8987172417990458e-05,BPIC14,handover,logloss_skill,0.011704413939074792
family x rung x split,3,0.0004635907502729921,5.42605803952135e-06,BPIC14,handover,logloss_skill,0.011704413939074792
encoding x quality_level x rung,3,0.0027416736024420026,3.208968272881558e-05,BPIC14,handover,logloss_skill,0.011704413939074792
encoding x quality_level x split,3,0.0008633409302698801,1.0104899618424583e-05,BPIC14,handover,logloss_skill,0.011704413939074792
encoding x rung x split,3,0.0014580970729847918,1.7066171705567352e-05,BPIC14,handover,logloss_skill,0.011704413939074792
quality_level x rung x split,3,0.0013543967514189053,1.585242021634505e-05,BPIC14,handover,logloss_skill,0.011704413939074792
family x encoding x quality_level x rung,4,0.006376578556301502,7.463411493798071e-05,BPIC14,handover,logloss_skill,0.011704413939074792
family x encoding x quality_level x split,4,0.0016984297081421987,1.9879124350518283e-05,BPIC14,handover,logloss_skill,0.011704413939074792
family x encoding x rung x split,4,0.0002821228696522849,3.3020828480899843e-06,BPIC14,handover,logloss_skill,0.011704413939074792
family x quality_level x rung x split,4,0.0014160180245618016,1.65736611046623e-05,BPIC14,handover,logloss_skill,0.011704413939074792
encoding x quality_level x rung x split,4,0.0008682750504659794,1.0162650603624879e-05,BPIC14,handover,logloss_skill,0.011704413939074792
family x encoding x quality_level x rung x split,5,0.0005710468284750814,6.683768459068194e-06,BPIC14,handover,logloss_skill,0.011704413939074792
family,1,0.04307097206343372,0.0006825253776114423,BPIC14,handover,nagelkerke,0.015846528297671993
encoding,1,0.12178268859635792,0.001929832821008762,BPIC14,handover,nagelkerke,0.015846528297671993
quality_level,1,0.11771361680982166,0.0018653521597981565,BPIC14,handover,nagelkerke,0.015846528297671993
rung,1,0.4299219109457091,0.006812769727590397,BPIC14,handover,nagelkerke,0.015846528297671993
split,1,0.00912242673353704,0.0001445587933764342,BPIC14,handover,nagelkerke,0.015846528297671993
family x encoding,2,0.08504366643541336,0.0013476468667065558,BPIC14,handover,nagelkerke,0.015846528297671993
family x quality_level,2,0.017738663759619838,0.0002810962372297044,BPIC14,handover,nagelkerke,0.015846528297671993
family x rung,2,0.016159447613396494,0.0002560711438804357,BPIC14,handover,nagelkerke,0.015846528297671993
family x split,2,0.0017025680692797566,2.6979793088554435e-05,BPIC14,handover,nagelkerke,0.015846528297671993
encoding x quality_level,2,0.00434298542242465,6.882124139282917e-05,BPIC14,handover,nagelkerke,0.015846528297671993
encoding x rung,2,0.053910533055054825,0.0008542947875995077,BPIC14,handover,nagelkerke,0.015846528297671993
encoding x split,2,0.000507956560170755,8.049348004733995e-06,BPIC14,handover,nagelkerke,0.015846528297671993
quality_level x rung,2,0.03040393916081233,0.00048179688227251025,BPIC14,handover,nagelkerke,0.015846528297671993
quality_level x split,2,0.0011919451036072563,1.8888191813583964e-05,BPIC14,handover,nagelkerke,0.015846528297671993
rung x split,2,0.0028009788062097014,4.438578991378155e-05,BPIC14,handover,nagelkerke,0.015846528297671993
family x encoding x quality_level,3,0.01572343681324322,0.0002491618863977162,BPIC14,handover,nagelkerke,0.015846528297671993
family x encoding x rung,3,0.024135790846854445,0.00038246849264137166,BPIC14,handover,nagelkerke,0.015846528297671993
family x encoding x split,3,0.0009440275317845045,1.4959558996204597e-05,BPIC14,handover,nagelkerke,0.015846528297671993
family x quality_level x rung,3,0.004085881713033392,6.474704018652417e-05,BPIC14,handover,nagelkerke,0.015846528297671993
family x quality_level x split,3,0.0018670341042941027,2.9586008766415183e-05,BPIC14,handover,nagelkerke,0.015846528297671993
family x rung x split,3,0.0004270943092528252,6.767962057349568e-06,BPIC14,handover,nagelkerke,0.015846528297671993
encoding x quality_level x rung,3,0.002468629815982956,3.911921223545072e-05,BPIC14,handover,nagelkerke,0.015846528297671993
encoding x quality_level x split,3,0.0007230847968798845,1.1458383695373494e-05,BPIC14,handover,nagelkerke,0.015846528297671993
encoding x rung x split,3,0.00135042536636062,2.1399553781927632e-05,BPIC14,handover,nagelkerke,0.015846528297671993
quality_level x rung x split,3,0.0012760697936971498,2.0221276095626347e-05,BPIC14,handover,nagelkerke,0.015846528297671993
family x encoding x quality_level x rung,4,0.006490993128626821,0.00010285970629277937,BPIC14,handover,nagelkerke,0.015846528297671993
family x encoding x quality_level x split,4,0.001972849325280992,3.1262812660108335e-05,BPIC14,handover,nagelkerke,0.015846528297671993
family x encoding x rung x split,4,0.00028077197483925053,4.449261044483433e-06,BPIC14,handover,nagelkerke,0.015846528297671993
family x quality_level x rung x split,4,0.0014289784332020697,2.2644347178499588e-05,BPIC14,handover,nagelkerke,0.015846528297671993
encoding x quality_level x rung x split,4,0.0009215358565643824,1.4603144028366884e-05,BPIC14,handover,nagelkerke,0.015846528297671993
family x encoding x quality_level x rung x split,5,0.0004890970552549289,7.750490326405272e-06,BPIC14,handover,nagelkerke,0.015846528297671993
family,1,0.09200628419695962,6.966380030790877e-05,Helpdesk,duration,ap,0.0007571635015579819
encoding,1,0.053470552320100326,4.0485950624926436e-05,Helpdesk,duration,ap,0.0007571635015579819
quality_level,1,0.04952779898990727,3.750064170765807e-05,Helpdesk,duration,ap,0.0007571635015579819
rung,1,0.09106662121840849,6.895232179678459e-05,Helpdesk,duration,ap,0.0007571635015579819
split,1,0.01490985062624247,1.1289194707872218e-05,Helpdesk,duration,ap,0.0007571635015579819
family x encoding,2,0.02151755982790676,1.6292310944281248e-05,Helpdesk,duration,ap,0.0007571635015579819
family x quality_level,2,0.014613504000881267,1.1064811859338838e-05,Helpdesk,duration,ap,0.0007571635015579819
family x rung,2,0.0590915539916444,4.4741967932816015e-05,Helpdesk,duration,ap,0.0007571635015579819
family x split,2,0.011630343849561674,8.806071873457456e-06,Helpdesk,duration,ap,0.0007571635015579819
encoding x quality_level,2,0.0579913483094618,4.3908932346060654e-05,Helpdesk,duration,ap,0.0007571635015579819
encoding x rung,2,0.07682333239955348,5.816782336099868e-05,Helpdesk,duration,ap,0.0007571635015579819
encoding x split,2,0.05761972984122439,4.36275564054064e-05,Helpdesk,duration,ap,0.0007571635015579819
quality_level x rung,2,0.011407059088249556,8.637008801737834e-06,Helpdesk,duration,ap,0.0007571635015579819
quality_level x split,2,0.0030235734916980997,2.289339492192027e-06,Helpdesk,duration,ap,0.0007571635015579819
rung x split,2,0.03977645005638808,3.0117276204240987e-05,Helpdesk,duration,ap,0.0007571635015579819
family x encoding x quality_level,3,0.004730833467639972,3.582014433645971e-06,Helpdesk,duration,ap,0.0007571635015579819
family x encoding x rung,3,0.10771488221912931,8.155777739094156e-05,Helpdesk,duration,ap,0.0007571635015579819
family x encoding x split,3,0.046504488872774884,3.521150163307444e-05,Helpdesk,duration,ap,0.0007571635015579819
family x quality_level x rung,3,0.014971553783925307,1.1335914086800539e-05,Helpdesk,duration,ap,0.0007571635015579819
family x quality_level x split,3,0.002086683881759484,1.579960874557613e-06,Helpdesk,duration,ap,0.0007571635015579819
family x rung x split,3,0.01594204742220407,1.2070736448199433e-05,Helpdesk,duration,ap,0.0007571635015579819
encoding x quality_level x rung,3,0.012589646297848244,9.53242067425526e-06,Helpdesk,duration,ap,0.0007571635015579819
encoding x quality_level x split,3,0.011884516646526821,8.998522238408372e-06,Helpdesk,duration,ap,0.0007571635015579819
encoding x rung x split,3,0.03897766002247014,2.9512461545150062e-05,Helpdesk,duration,ap,0.0007571635015579819
quality_level x rung x split,3,0.0040138990452466125,3.0391778559991654e-06,Helpdesk,duration,ap,0.0007571635015579819
family x encoding x quality_level x rung,4,0.016853054781519612,1.2760517970323879e-05,Helpdesk,duration,ap,0.0007571635015579819
family x encoding x quality_level x split,4,0.00822064905749379,6.224375425451321e-06,Helpdesk,duration,ap,0.0007571635015579819
family x encoding x rung x split,4,0.041075816936025224,3.1101109380635516e-05,Helpdesk,duration,ap,0.0007571635015579819
family x quality_level x rung x split,4,0.0027485282522248036,2.0810852755855724e-06,Helpdesk,duration,ap,0.0007571635015579819
encoding x quality_level x rung x split,4,0.007483402724979225,5.666159410813814e-06,Helpdesk,duration,ap,0.0007571635015579819
family x encoding x quality_level x rung x split,5,0.009726774380044883,7.364758548459253e-06,Helpdesk,duration,ap,0.0007571635015579819
family,1,0.15045606772379608,6.548481772299739e-05,Helpdesk,duration,auc,0.0004352421189367581
encoding,1,0.016863476762914102,7.339695358931516e-06,Helpdesk,duration,auc,0.0004352421189367581
quality_level,1,0.03382966485628855,1.4724095014971405e-05,Helpdesk,duration,auc,0.0004352421189367581
rung,1,0.04938270887793902,2.1493434850871233e-05,Helpdesk,duration,auc,0.0004352421189367581
split,1,0.03357633736839385,1.461383622235519e-05,Helpdesk,duration,auc,0.0004352421189367581
family x encoding,2,0.0006628472389939164,2.8849903683109186e-07,Helpdesk,duration,auc,0.0004352421189367581
family x quality_level,2,0.018895654416663177,8.224184667005193e-06,Helpdesk,duration,auc,0.0004352421189367581
family x rung,2,0.034519575936360174,1.5024373375339727e-05,Helpdesk,duration,auc,0.0004352421189367581
family x split,2,0.009867641270443548,4.2948130954556534e-06,Helpdesk,duration,auc,0.0004352421189367581
encoding x quality_level,2,0.014987341315273248,6.523122191287947e-06,Helpdesk,duration,auc,0.0004352421189367581
encoding x rung,2,0.06977292650696075,3.036811637730829e-05,Helpdesk,duration,auc,0.0004352421189367581
encoding x split,2,0.07538891140836788,3.281242954571357e-05,Helpdesk,duration,auc,0.0004352421189367581
quality_level x rung,2,0.013440234028251011,5.84975593746189e-06,Helpdesk,duration,auc,0.0004352421189367581
quality_level x split,2,0.021341731497274544,9.288820438653123e-06,Helpdesk,duration,auc,0.0004352421189367581
rung x split,2,0.030977839548165034,1.3482860525026254e-05,Helpdesk,duration,auc,0.0004352421189367581
family x encoding x quality_level,3,0.005324053636633002,2.3172523861411005e-06,Helpdesk,duration,auc,0.0004352421189367581
family x encoding x rung,3,0.09368744160716773,4.0776720602867474e-05,Helpdesk,duration,auc,0.0004352421189367581
family x encoding x split,3,0.0795857701969921,3.463907925775274e-05,Helpdesk,duration,auc,0.0004352421189367581
family x quality_level x rung,3,0.009870138205062001,4.2958998665698355e-06,Helpdesk,duration,auc,0.0004352421189367581
family x quality_level x split,3,0.012592004082159833,5.480570538379553e-06,Helpdesk,duration,auc,0.0004352421189367581
family x rung x split,3,0.033137488046731306,1.4422830513700826e-05,Helpdesk,duration,auc,0.0004352421189367581
encoding x quality_level x rung,3,0.013150254651600026,5.723544699120355e-06,Helpdesk,duration,auc,0.0004352421189367581
encoding x quality_level x split,3,0.013360274364822641,5.814954124121856e-06,Helpdesk,duration,auc,0.0004352421189367581
encoding x rung x split,3,0.03689352267406401,1.605761498370095e-05,Helpdesk,duration,auc,0.0004352421189367581
quality_level x rung x split,3,0.002853372788832043,1.241908018727745e-06,Helpdesk,duration,auc,0.0004352421189367581
family x encoding x quality_level x rung,4,0.013539201376252278,5.8928306957115125e-06,Helpdesk,duration,auc,0.0004352421189367581
family x encoding x quality_level x split,4,0.02299755678665849,1.0009505346193663e-05,Helpdesk,duration,auc,0.0004352421189367581
family x encoding x rung x split,4,0.06125466877557364,2.6660611832649942e-05,Helpdesk,duration,auc,0.0004352421189367581
family x quality_level x rung x split,4,0.004066215735466104,1.769788352758255e-06,Helpdesk,duration,auc,0.0004352421189367581
encoding x quality_level x rung x split,4,0.010776713516967648,4.690479626299401e-06,Helpdesk,duration,auc,0.0004352421189367581
family x encoding x quality_level x rung x split,5,0.012948364798932297,5.635673731853423e-06,Helpdesk,duration,auc,0.0004352421189367581
family,1,0.3765851324420711,0.0015666616169839286,Helpdesk,duration,brier_skill,0.0041601791521202
encoding,1,0.08191280500375324,0.00034077194366830145,Helpdesk,duration,brier_skill,0.0041601791521202
quality_level,1,0.0631525939628366,0.0002627261048065048,Helpdesk,duration,brier_skill,0.0041601791521202
rung,1,0.03315538216452607,0.00013793232966143927,Helpdesk,duration,brier_skill,0.0041601791521202
split,1,0.000999055204080008,4.156248631830842e-06,Helpdesk,duration,brier_skill,0.0041601791521202
family x encoding,2,0.013574773193761295,5.6473488435445884e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x quality_level,2,0.04035155671456452,0.0001678697049995272,Helpdesk,duration,brier_skill,0.0041601791521202
family x rung,2,0.03243811405829963,0.00013494836583943532,Helpdesk,duration,brier_skill,0.0041601791521202
family x split,2,0.0026571293354862788,1.1054134065977019e-05,Helpdesk,duration,brier_skill,0.0041601791521202
encoding x quality_level,2,0.04018950747381958,0.0001671955511265632,Helpdesk,duration,brier_skill,0.0041601791521202
encoding x rung,2,0.06470277703536984,0.00026917514410682724,Helpdesk,duration,brier_skill,0.0041601791521202
encoding x split,2,0.008792912744107895,3.6580092284449687e-05,Helpdesk,duration,brier_skill,0.0041601791521202
quality_level x rung,2,0.011959161945702772,4.975225620334192e-05,Helpdesk,duration,brier_skill,0.0041601791521202
quality_level x split,2,0.0050499195123469,2.100856987515058e-05,Helpdesk,duration,brier_skill,0.0041601791521202
rung x split,2,0.016225971243274358,6.750294728917186e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x encoding x quality_level,3,0.013773735105032789,5.730120563078354e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x encoding x rung,3,0.06664455194411914,0.0002772532756003162,Helpdesk,duration,brier_skill,0.0041601791521202
family x encoding x split,3,0.011294940119863253,4.698897441110114e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x quality_level x rung,3,0.011662914133614893,4.851981223163271e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x quality_level x split,3,0.003237276333612586,1.3467649512747199e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x rung x split,3,0.015374772781686957,6.396180919495917e-05,Helpdesk,duration,brier_skill,0.0041601791521202
encoding x quality_level x rung,3,0.0102963661282861,4.2834727709492414e-05,Helpdesk,duration,brier_skill,0.0041601791521202
encoding x quality_level x split,3,0.0045757053736291695,1.903575410161644e-05,Helpdesk,duration,brier_skill,0.0041601791521202
encoding x rung x split,3,0.01833430799463997,7.627400588785191e-05,Helpdesk,duration,brier_skill,0.0041601791521202
quality_level x rung x split,3,0.0035096681786761534,1.4600848387788206e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x encoding x quality_level x rung,4,0.010116719417905248,4.208736521021902e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x encoding x quality_level x split,4,0.003731088591304868,1.5521996972260037e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x encoding x rung x split,4,0.01932196809025933,8.038284882702862e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x quality_level x rung x split,4,0.0033886302046842866,1.4097308731772375e-05,Helpdesk,duration,brier_skill,0.0041601791521202
encoding x quality_level x rung x split,4,0.006318404562883906,2.628569493717077e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family x encoding x quality_level x rung x split,5,0.006672159005801189,2.7757376795565146e-05,Helpdesk,duration,brier_skill,0.0041601791521202
family,1,0.2912312549420122,0.003221821201034215,Helpdesk,duration,logloss_skill,0.011062759049250123
encoding,1,0.10385115441058508,0.001148880298230772,Helpdesk,duration,logloss_skill,0.011062759049250123
quality_level,1,0.0471184618495008,0.0005212601902123117,Helpdesk,duration,logloss_skill,0.011062759049250123
rung,1,0.0267445037775469,0.0002958680011827611,Helpdesk,duration,logloss_skill,0.011062759049250123
split,1,0.006590679050373496,7.29110943052226e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
family x encoding,2,0.05453799889842166,0.0006033407408415075,Helpdesk,duration,logloss_skill,0.011062759049250123
family x quality_level,2,0.035583605341464604,0.00039365285199623255,Helpdesk,duration,logloss_skill,0.011062759049250123
family x rung,2,0.026576896636957878,0.0002940138037714909,Helpdesk,duration,logloss_skill,0.011062759049250123
family x split,2,0.008411852679695159,9.305829935325651e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
encoding x quality_level,2,0.04779730787238502,0.0005287701001950216,Helpdesk,duration,logloss_skill,0.011062759049250123
encoding x rung,2,0.07061605036711932,0.0007812083502211517,Helpdesk,duration,logloss_skill,0.011062759049250123
encoding x split,2,0.008823867668926766,9.761632190380516e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
quality_level x rung,2,0.011904867365554857,0.00013170067917841447,Helpdesk,duration,logloss_skill,0.011062759049250123
quality_level x split,2,0.0035214077916357325,3.895648591301809e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
rung x split,2,0.01063628411501581,0.00011766664834378649,Helpdesk,duration,logloss_skill,0.011062759049250123
