log,target,learner,quality,level,rung,family,n_family,metric,V,se,q_maxt,boot_shift,sim_lo,sim_hi,raw_lo,raw_hi,sim_resolved,raw_resolved
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.425,-0.0317089777259021,0.031026877028774158,4.057038159313288,0.016778523489932903,-0.17436472528589267,0.07738972285422266,-0.15758620179595978,0.09416824634415556,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.450,-0.0518608907870652,0.03207726196509023,4.057038159313288,0.035285743339434544,-0.21728530996515955,0.042992041712160076,-0.18199956662572503,0.07827778505159462,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.475,-0.0187493341855757,0.030523822730476716,4.057038159313288,0.0019708106956428523,-0.14455645846687692,0.10311616870443982,-0.14258564777123406,0.10508697940008267,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.500,-0.0044742729306487,0.028835484262591048,4.057038159313288,-0.0156599552572707,-0.10580097766898768,0.12817234232223168,-0.12146093292625837,0.11251238706496097,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.525,-0.0051807370775933,0.027401932276145586,4.057038159313288,-0.01872129989403035,-0.09763012206680402,0.12471124769967812,-0.11635142196083437,0.10598994780564777,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.550,0.005965697240865,0.026352699043533122,4.057038159313288,-0.0289584886900323,-0.07198971968961537,0.14183809155140997,-0.10094820837964767,0.11287960286137767,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.575,0.0078957757599683,0.02693987074751375,4.057038159313288,-0.03191209369653886,-0.06948821417312392,0.14910395308613825,-0.10140030786966278,0.11719185938959939,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.600,-0.0100671140939597,0.027946905333642594,4.057038159313288,-0.012863534675615202,-0.11058524079164855,0.11617808195495957,-0.12344877546726377,0.10331454727934436,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.625,-0.0305741983594332,0.027838482474992897,4.057038159313288,0.008948545861297497,-0.1524645299191511,0.07341904147768973,-0.14351598405785362,0.08236758733898722,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.650,-0.0159795461808884,0.028389583664386885,4.057038159313288,-0.006391818472355398,-0.12476535196196777,0.10558989654490177,-0.13115717043432318,0.09919807807254637,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.675,-0.016692479779728,0.02676616875253751,4.057038159313288,-0.0024952675959388493,-0.12278858019145279,0.09439415582387449,-0.12528384778739166,0.09189888822793564,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.700,-0.0149142431021625,0.02543874161607041,4.057038159313288,-0.004101416853094701,-0.11401877171037644,0.09239311921224083,-0.11812018856347113,0.08829170235914614,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.725,-0.0191173479764083,0.02389348810862062,4.057038159313288,0.0030506406345332526,-0.1191047816267137,0.07476880440483058,-0.11605414099218045,0.07781944503936383,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.750,-0.0089485458612975,0.027572071043204492,4.057038159313288,-0.004474272930648698,-0.11633521728422638,0.10738667142292876,-0.12080949021487508,0.10291239849228007,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.775,-0.0109371116082525,0.0324850076997148,4.057038159313288,0.0,-0.14273002745158145,0.12085580423507644,-0.14273002745158145,0.12085580423507644,False,False
BPIC13_closed,handover,logit,clean,1.0,B_half,decision-curve,31,nb_0.800,-0.0067114093959731,0.04252180910542877,4.057038159313288,0.0044742729306487495,-0.1836982844703816,0.16132691981713793,-0.17922401153973286,0.16580119274778668,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,scalars,5,ap,0.0011650179878267,0.02722205147699131,2.2781583809906674,0.00502442919836945,-0.06587555593060988,0.05815673350952438,-0.06085112673224043,0.06318116270789384,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,scalars,5,auc,-0.0085315667971495,0.023132111475820956,2.2781583809906674,0.00071929822417755,-0.061949478649978955,0.04344774860732486,-0.0612301804258014,0.04416704683150241,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,scalars,5,brier_skill,-0.0075115287194982,0.03333312404958435,2.2781583809906674,-0.0046416179211148005,-0.07880804671654557,0.07306822511977876,-0.08344966463766036,0.06842660719866396,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,scalars,5,logloss_skill,-0.0023671770308478,0.029575193458539643,2.2781583809906674,-0.00838606496391555,-0.061358086913924706,0.0733958627800602,-0.06974415187784025,0.06500979781614466,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,scalars,5,nagelkerke,-0.003759416108133,0.050706634916297205,2.2781583809906674,-0.013818400772056798,-0.10545876064247268,0.12557672997032027,-0.11927716141452949,0.11175832919826348,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.050,0.0002354880489814,0.0017009474923310446,3.5384154844558284,-0.0001177440244907,-0.00566542687163838,0.00637189101858258,-0.00578317089612908,0.00625414699409188,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.075,0.000906947215672,0.003932093953583962,3.5384154844558284,-0.0008464840679605499,-0.01215995084806408,0.01566681341532918,-0.01300643491602463,0.014820329347368629,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.100,0.0024857071836937,0.005146982081973324,3.5384154844558284,-0.0021128511061397,-0.01361360280723771,0.02281071938690451,-0.01572645391337741,0.02069786828076481,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.125,-0.0035155001597954,0.0071812769378305245,3.5384154844558284,0.00527325023969305,-0.03419909191447351,0.016621591115496614,-0.028925841674780465,0.021894841355189664,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.150,0.0003947887879984,0.009181913698790652,3.5384154844558284,0.00289511777865505,-0.03498975459939458,0.02998909661808128,-0.03209463682073953,0.03288421439673633,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.175,0.0107789302420174,0.010810999331625883,3.5384154844558284,-0.0058640092197139,-0.02161086797573533,0.054896746899197935,-0.027474877195449235,0.04903273767948403,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.200,0.0078299776286353,0.013335741741355796,3.5384154844558284,-0.0033557046979866,-0.03600171274769538,0.05837307740093918,-0.03935741744568198,0.05501737270295258,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.225,0.0118351735584903,0.01606653602962745,3.5384154844558284,-0.007866060474850351,-0.037148845835460576,0.07655131390214188,-0.04501490631031093,0.06868525342729154,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.250,0.0037285607755406,0.01726825723673896,3.5384154844558284,-0.0007457121551082001,-0.05662799586539475,0.06557654172669235,-0.05737370802050295,0.06483082957158415,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.275,0.0084856900408855,0.020071624421321294,3.5384154844558284,-0.0079071202653706,-0.05462893634432893,0.08741455695684112,-0.06253605660969952,0.07950743669147053,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.300,0.0143815915627995,0.01979808105254836,3.5384154844558284,-0.01741770533716825,-0.03825453965888092,0.10185313345881641,-0.05567224499604917,0.08443542812164817,False,False
BPIC13_closed,handover,logit,clean,1.0,B_intake,decision-curve,31,nb_0.325,-0.0042257022122793,0.021517818789509886,3.5384154844558284,-0.0019471372938935005,-0.07841754811490215,0.07386041827813056,-0.08036468540879566,0.07191328098423705,False,False
