log,target,threshold,unit,excess_one_number,excess_majority,excess_uniform,share_positive
BPIC15_3,duration,0.575,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_3,duration,0.6,net benefit (true positives per case),0.0,0.05457052797478332,0.05457052797478332,0.5
BPIC15_3,duration,0.625,net benefit (true positives per case),0.031520882584712404,0.031520882584712404,0.031520882584712404,0.3333333333333333
BPIC15_3,duration,0.65,net benefit (true positives per case),0.02015084993808402,0.02015084993808402,0.02015084993808402,0.3333333333333333
BPIC15_3,duration,0.675,net benefit (true positives per case),0.02730799539310183,0.02730799539310183,0.02730799539310183,0.16666666666666666
BPIC15_3,duration,0.7,net benefit (true positives per case),0.08050958760178617,0.08050958760178617,0.08050958760178617,0.3333333333333333
BPIC15_3,duration,0.725,net benefit (true positives per case),0.0020058743462998824,0.0020058743462998824,0.0020058743462998824,0.3333333333333333
BPIC15_3,duration,0.75,net benefit (true positives per case),0.0,0.0,0.0,0.16666666666666666
BPIC15_3,duration,0.775,net benefit (true positives per case),0.0,0.0,0.0,0.3333333333333333
BPIC15_3,duration,0.8,net benefit (true positives per case),0.0,0.0,0.0,0.3333333333333333
BPIC15_3,handover,0.05,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.075,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.1,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.125,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.15,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.175,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.2,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.225,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.25,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.275,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.3,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.325,net benefit (true positives per case),0.0003940110323089,0.0003940110323089,0.0003940110323089,0.16666666666666666
BPIC15_3,handover,0.35,net benefit (true positives per case),0.0003940110323089,0.0003940110323089,0.0003940110323089,0.16666666666666666
BPIC15_3,handover,0.375,net benefit (true positives per case),0.0,0.0008668242710795667,0.0008668242710795667,0.5
BPIC15_3,handover,0.4,net benefit (true positives per case),0.0,0.0009193590753874333,0.0009193590753874333,0.5
BPIC15_3,handover,0.425,net benefit (true positives per case),0.0,0.0008736766368588333,0.0008736766368588333,0.5
BPIC15_3,handover,0.45,net benefit (true positives per case),0.0,0.0,0.0010745755426606167,0.6666666666666666
BPIC15_3,handover,0.475,net benefit (true positives per case),0.0,0.0009193590753874333,0.0009193590753874333,0.5
BPIC15_3,handover,0.5,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.525,net benefit (true positives per case),0.0,0.0,0.00029032391854339997,0.8333333333333333
BPIC15_3,handover,0.55,net benefit (true positives per case),0.0006129060502583169,0.0006129060502583169,0.0,0.6666666666666666
BPIC15_3,handover,0.575,net benefit (true positives per case),0.0015065127705928666,0.0,0.0,0.5
BPIC15_3,handover,0.6,net benefit (true positives per case),0.0,0.0,0.0,0.16666666666666666
BPIC15_3,handover,0.625,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.65,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.675,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.7,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.725,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,handover,0.75,net benefit (true positives per case),0.0,0.0,0.0,0.16666666666666666
BPIC15_3,handover,0.775,net benefit (true positives per case),0.0,0.0,0.011251203922598731,0.6666666666666666
BPIC15_3,handover,0.8,net benefit (true positives per case),0.0,0.0,0.027186761229314363,0.8333333333333333
BPIC15_4,duration,0.05,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_4,duration,0.075,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_4,duration,0.1,net benefit (true positives per case),0.0,0.0,0.0,0.0
